top_3_cities,stay_home_cities,special_recommendations,weather_warnings
,"Новосибирск, Санкт-Петербург, Казань, Москва, Москва, Новосибирск, Санкт-Петербург, Сочи, Сочи, Казань",Теплую одежду; ; ; ; ,Плохая видимость из-за тумана/облачности; Плохая видимость из-за тумана/облачности; Плохая видимость из-за тумана/облачности; Плохая видимость из-за тумана/облачности; ; 
