city_name,temperature,feels_like,humidity,pressure,wind_speed,weather_description,visibility,pop,clouds,temp_min,temp_max,collection_time,timestamp,federal_district,tourism_season,timezone,population,comfort_index,recommended_activity,tourist_season_match
Москва,1,-4,76,755,6.65,пасмурно,10000,,100,1,1,24.11.2025 05:26:16,2025-11-24T05:26:16.486966,Центральный,Круглогодично,UTC+3,12500000,-5.46,домашний отдых,да
Казань,1,-3,80,767,5.33,пасмурно,10000,,100,1,1,24.11.2025 09:30:26,2025-11-24T09:30:26.004744,Приволжский,Май-Сентябрь,UTC+3,1250000,-6.13,домашний отдых,нет
Москва,3,-1,59,752,4.39,небольшой дождь,10000,,100,2,3,24.11.2025 08:35:04,2025-11-24T08:35:04.880659,Центральный,Круглогодично,UTC+3,12500000,-1.04,домашний отдых,да
Новосибирск,-4,-10,74,764,4.0,облачно с прояснениями,10000,,75,-4,-4,24.11.2025 08:35:04,2025-11-24T08:35:04.880659,Сибирский,Июнь-Август,UTC+7,1620000,-4.3,домашний отдых,нет
Москва,4,0,78,753,5.66,пасмурно,10000,,100,4,5,24.11.2025 13:36:31,2025-11-24T13:36:31.001177,Центральный,Круглогодично,UTC+3,12500000,-4.57,домашний отдых,да
Москва,3,-2,59,753,5.45,пасмурно,10000,,100,1,3,24.11.2025 07:24:12,2025-11-24T07:24:12.138218,Центральный,Круглогодично,UTC+3,12500000,-1.15,домашний отдых,да
Казань,0,-4,82,768,4.18,пасмурно,10000,,99,0,0,24.11.2025 07:24:12,2025-11-24T07:24:12.138218,Приволжский,Май-Сентябрь,UTC+3,1250000,-6.72,домашний отдых,нет
Казань,0,-2,88,770,2.27,пасмурно,10000,,95,0,0,24.11.2025 03:39:25,2025-11-24T03:39:25.346337,Приволжский,Май-Сентябрь,UTC+3,1250000,-7.33,домашний отдых,нет
Казань,2,-3,91,764,6.2,пасмурно,10000,,100,2,2,24.11.2025 14:25:38,2025-11-24T14:25:38.304226,Приволжский,Май-Сентябрь,UTC+3,1250000,-8.02,домашний отдых,нет
Сочи,14,13,67,764,3.08,пасмурно,10000,,100,14,14,24.11.2025 16:28:12,2025-11-24T16:28:12.494682,Южный,Май-Октябрь,UTC+3,400000,1.89,домашний отдых,нет
Сочи,19,18,54,761,2.02,пасмурно,10000,,100,19,19,24.11.2025 10:28:20,2025-11-24T10:28:20.405461,Южный,Май-Октябрь,UTC+3,400000,6.6,домашний отдых,нет
Санкт-Петербург,-1,-1,94,753,1.0,снег,1700,,100,-1,-1,24.11.2025 08:35:04,2025-11-24T08:35:04.880659,Северо-Западный,Май-Сентябрь,UTC+3,5400000,-9.3,домашний отдых,нет
Санкт-Петербург,0,-3,93,750,3.0,небольшой снег,9000,,75,-1,0,24.11.2025 13:36:31,2025-11-24T13:36:31.001177,Северо-Западный,Май-Сентябрь,UTC+3,5400000,-6.4,домашний отдых,нет
Санкт-Петербург,-1,-1,94,754,0.0,снег,1400,,100,-1,-1,24.11.2025 06:37:25,2025-11-24T06:37:25.041895,Северо-Западный,Май-Сентябрь,UTC+3,5400000,-9.2,домашний отдых,нет
Новосибирск,-7,-12,79,772,3.0,небольшой снег,10000,,100,-7,-7,24.11.2025 18:36:20,2025-11-24T18:36:20.667335,Сибирский,Июнь-Август,UTC+7,1620000,-8.9,домашний отдых,нет
Москва,5,2,78,752,4.74,небольшой дождь,10000,,100,4,6,24.11.2025 10:28:20,2025-11-24T10:28:20.405461,Центральный,Круглогодично,UTC+3,12500000,-4.07,домашний отдых,да
Новосибирск,-5,-12,74,767,5.0,облачно с прояснениями,10000,,75,-5,-5,24.11.2025 11:21:49,2025-11-24T11:21:49.369006,Сибирский,Июнь-Август,UTC+7,1620000,-4.8,домашний отдых,нет
Сочи,17,16,48,761,2.52,пасмурно,10000,,100,17,17,24.11.2025 08:35:04,2025-11-24T08:35:04.880659,Южный,Май-Октябрь,UTC+3,400000,6.95,домашний отдых,нет
Москва,2,-3,56,755,7.31,пасмурно,10000,,100,1,2,24.11.2025 16:28:12,2025-11-24T16:28:12.494682,Центральный,Круглогодично,UTC+3,12500000,-1.13,домашний отдых,да
Казань,0,-2,88,770,1.88,пасмурно,10000,,90,0,0,24.11.2025 02:00:34,2025-11-24T02:00:34.782118,Приволжский,Май-Сентябрь,UTC+3,1250000,-6.79,домашний отдых,нет
Новосибирск,-1,-8,86,758,8.0,небольшой снег,10000,,100,-1,-1,24.11.2025 03:39:25,2025-11-24T03:39:25.346337,Сибирский,Июнь-Август,UTC+7,1620000,-8.4,домашний отдых,нет
Казань,5,1,93,760,6.69,пасмурно,10000,,100,5,5,24.11.2025 18:36:20,2025-11-24T18:36:20.667335,Приволжский,Май-Сентябрь,UTC+3,1250000,-7.27,домашний отдых,нет
Москва,0,-5,61,757,6.52,пасмурно,10000,,100,0,0,24.11.2025 03:39:25,2025-11-24T03:39:25.346337,Центральный,Круглогодично,UTC+3,12500000,-2.85,домашний отдых,да
Москва,2,-3,58,754,6.99,пасмурно,10000,,100,2,2,24.11.2025 15:28:25,2025-11-24T15:28:25.041008,Центральный,Круглогодично,UTC+3,12500000,-1.5,домашний отдых,да
Сочи,16,15,42,761,1.72,пасмурно,10000,,100,16,16,24.11.2025 07:24:12,2025-11-24T07:24:12.138218,Южный,Май-Октябрь,UTC+3,400000,7.83,домашний отдых,нет
Санкт-Петербург,0,-4,94,749,4.0,небольшой снег,10000,,40,0,0,24.11.2025 14:25:38,2025-11-24T14:25:38.304226,Северо-Западный,Май-Сентябрь,UTC+3,5400000,-3.2,домашний отдых,нет
Новосибирск,-4,-11,74,765,6.0,небольшой снегопад,10000,,75,-4,-4,24.11.2025 09:30:26,2025-11-24T09:30:26.004744,Сибирский,Июнь-Август,UTC+7,1620000,-4.5,домашний отдых,нет
Сочи,13,12,70,764,2.54,пасмурно,10000,,100,13,13,24.11.2025 19:17:49,2025-11-24T19:17:49.040607,Южный,Май-Октябрь,UTC+3,400000,0.95,домашний отдых,нет
Санкт-Петербург,-1,-5,93,749,4.0,облачно с прояснениями,9000,,75,-1,-1,24.11.2025 17:23:13,2025-11-24T17:23:13.511552,Северо-Западный,Май-Сентябрь,UTC+3,5400000,-6.9,домашний отдых,нет
Сочи,10,8,47,761,3.71,переменная облачность,10000,,30,10,10,24.11.2025 03:39:25,2025-11-24T03:39:25.346337,Южный,Май-Октябрь,UTC+3,400000,11.23,культурный туризм,нет
Сочи,11,9,47,761,3.31,переменная облачность,10000,,26,11,11,24.11.2025 04:37:24,2025-11-24T04:37:24.708298,Южный,Май-Октябрь,UTC+3,400000,12.07,культурный туризм,нет
Новосибирск,-7,-13,86,770,4.0,ясно,10000,,0,-7,-7,24.11.2025 13:36:31,2025-11-24T13:36:31.001177,Сибирский,Июнь-Август,UTC+7,1620000,-0.4,домашний отдых,нет
Казань,1,-4,83,765,5.74,пасмурно,10000,,100,1,1,24.11.2025 11:21:49,2025-11-24T11:21:49.369006,Приволжский,Май-Сентябрь,UTC+3,1250000,-6.77,домашний отдых,нет
Сочи,10,9,54,761,3.82,ясно,10000,,5,10,10,24.11.2025 02:00:34,2025-11-24T02:00:34.782118,Южный,Май-Октябрь,UTC+3,400000,12.32,культурный туризм,нет
Сочи,13,12,70,764,3.73,пасмурно,10000,,100,13,13,24.11.2025 18:36:20,2025-11-24T18:36:20.667335,Южный,Май-Октябрь,UTC+3,400000,0.83,домашний отдых,нет
Москва,3,-1,60,752,5.66,пасмурно,10000,,100,2,3,24.11.2025 14:25:38,2025-11-24T14:25:38.304226,Центральный,Круглогодично,UTC+3,12500000,-1.37,домашний отдых,да
Санкт-Петербург,-1,-1,94,755,1.0,небольшой снегопад,2200,,100,-1,-1,24.11.2025 04:37:24,2025-11-24T04:37:24.708298,Северо-Западный,Май-Сентябрь,UTC+3,5400000,-9.3,домашний отдых,нет
Сочи,14,13,67,763,3.18,пасмурно,10000,,100,14,14,24.11.2025 15:28:25,2025-11-24T15:28:25.041008,Южный,Май-Октябрь,UTC+3,400000,1.88,домашний отдых,нет
Москва,0,-6,60,759,6.86,снег,10000,,100,0,0,24.11.2025 02:00:34,2025-11-24T02:00:34.782118,Центральный,Круглогодично,UTC+3,12500000,-2.69,домашний отдых,да
Санкт-Петербург,-1,-1,94,754,1.0,снег,1400,,100,-1,-1,24.11.2025 05:26:16,2025-11-24T05:26:16.486966,Северо-Западный,Май-Сентябрь,UTC+3,5400000,-9.3,домашний отдых,нет
Казань,0,-3,88,769,2.57,пасмурно,10000,,96,0,0,24.11.2025 04:37:24,2025-11-24T04:37:24.708298,Приволжский,Май-Сентябрь,UTC+3,1250000,-7.46,домашний отдых,нет
Казань,4,0,93,762,6.73,пасмурно,10000,,100,4,4,24.11.2025 16:28:12,2025-11-24T16:28:12.494682,Приволжский,Май-Сентябрь,UTC+3,1250000,-7.67,домашний отдых,нет
Новосибирск,-8,-15,86,770,5.0,ясно,10000,,0,-8,-8,24.11.2025 14:25:38,2025-11-24T14:25:38.304226,Сибирский,Июнь-Август,UTC+7,1620000,-0.9,домашний отдых,нет
Новосибирск,-10,-17,92,770,5.0,переменная облачность,10000,,40,-10,-10,24.11.2025 16:28:12,2025-11-24T16:28:12.494682,Сибирский,Июнь-Август,UTC+7,1620000,-6.9,домашний отдых,нет
Новосибирск,-6,-13,86,769,5.0,переменная облачность,10000,,40,-6,-6,24.11.2025 12:52:05,2025-11-24T12:52:05.989841,Сибирский,Июнь-Август,UTC+7,1620000,-4.1,домашний отдых,нет
Новосибирск,-3,-10,74,761,6.0,облачно с прояснениями,10000,,75,-3,-3,24.11.2025 07:24:12,2025-11-24T07:24:12.138218,Сибирский,Июнь-Август,UTC+7,1620000,-4.1,домашний отдых,нет
Москва,1,-4,76,755,6.52,пасмурно,10000,,100,0,1,24.11.2025 04:37:24,2025-11-24T04:37:24.708298,Центральный,Круглогодично,UTC+3,12500000,-5.45,домашний отдых,да
Сочи,19,18,44,761,3.24,пасмурно,10000,,100,19,19,24.11.2025 11:21:49,2025-11-24T11:21:49.369006,Южный,Май-Октябрь,UTC+3,400000,8.48,домашний отдых,нет
