city_name,temperature,feels_like,humidity,pressure,wind_speed,weather_description,visibility,pop,clouds,temp_min,temp_max,collection_time,timestamp,federal_district,tourism_season,timezone,population,comfort_index,recommended_activity,tourist_season_match
Новосибирск,0,-4,80,766,3.0,переменная облачность,10000,,40,0,0,21.11.2025 06:36:52,2025-11-21T06:36:52.221926,Сибирский,Июнь-Август,UTC+7,1620000,-0.3,домашний отдых,нет
Москва,1,-2,72,766,2.89,пасмурно,10000,,100,0,2,21.11.2025 10:25:45,2025-11-21T10:25:45.099157,Центральный,Круглогодично,UTC+3,12500000,-4.29,домашний отдых,да
Сочи,12,11,56,768,2.92,облачно с прояснениями,10000,,56,12,12,21.11.2025 18:31:27,2025-11-21T18:31:27.176348,Южный,Май-Октябрь,UTC+3,400000,7.71,домашний отдых,нет
Москва,2,0,74,764,1.93,пасмурно,10000,,100,1,2,21.11.2025 15:21:34,2025-11-21T15:21:34.719153,Центральный,Круглогодично,UTC+3,12500000,-4.19,домашний отдых,да
Санкт-Петербург,0,-2,92,757,2.0,пасмурно,10000,,100,0,0,21.11.2025 08:34:03,2025-11-21T08:34:03.097506,Северо-Западный,Май-Сентябрь,UTC+3,5400000,-8.6,домашний отдых,нет
Санкт-Петербург,0,-4,93,756,4.0,небольшой снег,4700,,100,0,0,21.11.2025 05:24:31,2025-11-21T05:24:31.924153,Северо-Западный,Май-Сентябрь,UTC+3,5400000,-9.0,домашний отдых,нет
Казань,1,-3,69,774,4.4,облачно с прояснениями,10000,,65,1,1,21.11.2025 09:25:56,2025-11-21T09:25:56.029145,Приволжский,Май-Сентябрь,UTC+3,1250000,-0.34,домашний отдых,нет
Санкт-Петербург,1,-3,91,756,5.0,небольшой снег,10000,,75,1,1,21.11.2025 17:21:30,2025-11-21T17:21:30.872425,Северо-Западный,Май-Сентябрь,UTC+3,5400000,-5.8,домашний отдых,нет
Сочи,10,9,71,768,2.12,пасмурно,10000,,100,10,10,21.11.2025 17:21:30,2025-11-21T17:21:30.872425,Южный,Май-Октябрь,UTC+3,400000,-0.41,домашний отдых,нет
Москва,-1,-6,71,766,4.92,небольшой снег,953,,100,-2,-1,21.11.2025 04:28:41,2025-11-21T04:28:41.772104,Центральный,Круглогодично,UTC+3,12500000,-5.09,домашний отдых,да
Новосибирск,-4,-10,80,770,5.0,ясно,10000,,0,-4,-4,21.11.2025 13:31:45,2025-11-21T13:31:45.089165,Сибирский,Июнь-Август,UTC+7,1620000,1.9,домашний отдых,нет
Санкт-Петербург,1,-4,89,756,4.0,облачно с прояснениями,10000,,75,0,1,21.11.2025 11:20:09,2025-11-21T11:20:09.689908,Северо-Западный,Май-Сентябрь,UTC+3,5400000,-5.3,домашний отдых,нет
Новосибирск,-6,-13,79,770,5.0,ясно,10000,,0,-6,-6,21.11.2025 17:21:30,2025-11-21T17:21:30.872425,Сибирский,Июнь-Август,UTC+7,1620000,1.3,домашний отдых,нет
