city_name,temperature,feels_like,humidity,pressure,wind_speed,weather_description,visibility,pop,clouds,temp_min,temp_max,collection_time,timestamp,federal_district,tourism_season,timezone,population,comfort_index,recommended_activity,tourist_season_match
Сочи,11,10,65,765,3.32,облачно с прояснениями,10000,,55,11,11,20.11.2025 03:13:40,2025-11-20T03:13:40.215907,Южный,Май-Октябрь,UTC+3,400000,5.57,домашний отдых,нет
Новосибирск,1,-4,55,766,5.0,ясно,10000,,0,1,1,20.11.2025 05:24:27,2025-11-20T05:24:27.588163,Сибирский,Июнь-Август,UTC+7,1620000,8.9,домашний отдых,нет
Москва,-1,-5,69,766,3.54,переменная облачность,10000,,35,-1,0,20.11.2025 04:27:58,2025-11-20T04:27:58.337770,Центральный,Круглогодично,UTC+3,12500000,1.95,домашний отдых,да
Новосибирск,0,-5,59,767,4.0,ясно,10000,,0,0,0,20.11.2025 01:50:56,2025-11-20T01:50:56.885924,Сибирский,Июнь-Август,UTC+7,1620000,7.8,домашний отдых,нет
Сочи,9,7,70,765,3.52,облачно с прояснениями,10000,,65,9,9,20.11.2025 04:27:58,2025-11-20T04:27:58.337770,Южный,Май-Октябрь,UTC+3,400000,2.75,домашний отдых,нет
Санкт-Петербург,1,1,94,757,1.0,небольшой снег,10000,,100,0,1,20.11.2025 05:24:27,2025-11-20T05:24:27.588163,Северо-Западный,Май-Сентябрь,UTC+3,5400000,-8.5,домашний отдых,нет
Казань,-1,-3,83,768,1.81,облачно с прояснениями,10000,,84,-1,-1,20.11.2025 05:24:27,2025-11-20T05:24:27.588163,Приволжский,Май-Сентябрь,UTC+3,1250000,-5.58,домашний отдых,нет
Москва,-1,-5,68,766,3.71,переменная облачность,10000,,40,-2,-1,20.11.2025 01:50:56,2025-11-20T01:50:56.885924,Центральный,Круглогодично,UTC+3,12500000,1.63,домашний отдых,да
Казань,-1,-3,82,767,1.8,пасмурно,10000,,100,-1,-1,20.11.2025 04:27:58,2025-11-20T04:27:58.337770,Приволжский,Май-Сентябрь,UTC+3,1250000,-6.98,домашний отдых,нет
Санкт-Петербург,0,-3,94,757,3.0,небольшой снег,5000,,100,-1,0,20.11.2025 01:50:56,2025-11-20T01:50:56.885924,Северо-Западный,Май-Сентябрь,UTC+3,5400000,-9.1,домашний отдых,нет
Сочи,11,10,63,765,3.32,облачно с прояснениями,10000,,72,11,11,20.11.2025 05:24:27,2025-11-20T05:24:27.588163,Южный,Май-Октябрь,UTC+3,400000,4.27,домашний отдых,нет
Сочи,12,11,57,765,3.28,переменная облачность,10000,,32,12,12,20.11.2025 01:50:56,2025-11-20T01:50:56.885924,Южный,Май-Октябрь,UTC+3,400000,9.87,домашний отдых,нет
Санкт-Петербург,0,-2,94,756,2.0,небольшой снег,1800,,100,0,0,20.11.2025 04:27:58,2025-11-20T04:27:58.337770,Северо-Западный,Май-Сентябрь,UTC+3,5400000,-9.0,домашний отдых,нет
Казань,0,-2,82,767,1.79,пасмурно,10000,,100,0,0,20.11.2025 03:13:40,2025-11-20T03:13:40.215907,Приволжский,Май-Сентябрь,UTC+3,1250000,-6.58,домашний отдых,нет
Санкт-Петербург,0,-3,94,756,3.0,небольшой снег,2900,,100,0,0,20.11.2025 03:13:40,2025-11-20T03:13:40.215907,Северо-Западный,Май-Сентябрь,UTC+3,5400000,-9.1,домашний отдых,нет
Казань,0,-2,82,767,1.8,пасмурно,10000,,100,0,0,20.11.2025 01:50:56,2025-11-20T01:50:56.885924,Приволжский,Май-Сентябрь,UTC+3,1250000,-6.58,домашний отдых,нет
Москва,-1,-5,69,766,3.7,переменная облачность,10000,,41,-2,-1,20.11.2025 03:13:40,2025-11-20T03:13:40.215907,Центральный,Круглогодично,UTC+3,12500000,1.33,домашний отдых,да
Новосибирск,-1,-7,59,767,6.0,ясно,10000,,0,-1,-1,20.11.2025 03:13:40,2025-11-20T03:13:40.215907,Сибирский,Июнь-Август,UTC+7,1620000,7.2,домашний отдых,нет
Москва,-1,-5,69,767,3.46,переменная облачность,10000,,33,-1,0,20.11.2025 05:24:27,2025-11-20T05:24:27.588163,Центральный,Круглогодично,UTC+3,12500000,2.15,домашний отдых,да
Новосибирск,0,-6,59,767,6.0,ясно,10000,,0,0,0,20.11.2025 04:27:58,2025-11-20T04:27:58.337770,Сибирский,Июнь-Август,UTC+7,1620000,7.6,домашний отдых,нет
