city_name,temperature,feels_like,humidity,pressure,wind_speed,weather_description,visibility,pop,clouds,temp_min,temp_max,collection_time,timestamp,federal_district,tourism_season,timezone,population,comfort_index,recommended_activity,tourist_season_match
Новосибирск,0,-4,55,779,3.0,ясно,10000,,0,0,0,17.10.2025 05:36:19,2025-10-17T05:36:19.097494,Сибирский,Июнь-Август,UTC+7,1620000,8.7,домашний отдых,нет
Сочи,9,8,69,769,2.34,ясно,10000,,7,9,9,17.10.2025 04:41:24,2025-10-17T04:41:24.403104,Южный,Май-Октябрь,UTC+3,400000,8.87,домашний отдых,да
Санкт-Петербург,2,2,92,758,1.0,плотный туман,8000,,2,-1,2,17.10.2025 05:36:19,2025-10-17T05:36:19.097494,Северо-Западный,Май-Сентябрь,UTC+3,5400000,2.1,домашний отдых,нет
Сочи,9,8,74,769,2.12,небольшая облачность,10000,,11,9,9,17.10.2025 03:14:14,2025-10-17T03:14:14.886111,Южный,Май-Октябрь,UTC+3,400000,7.49,домашний отдых,да
Новосибирск,2,-2,48,779,3.0,ясно,10000,,0,2,2,17.10.2025 06:51:23,2025-10-17T06:51:23.376198,Сибирский,Июнь-Август,UTC+7,1620000,10.9,культурный туризм,нет
Казань,2,0,76,763,1.81,пасмурно,10000,,98,2,2,17.10.2025 03:14:14,2025-10-17T03:14:14.886111,Приволжский,Май-Сентябрь,UTC+3,1250000,-4.38,домашний отдых,нет
Сочи,11,10,66,769,1.12,ясно,10000,,7,11,11,17.10.2025 05:36:19,2025-10-17T05:36:19.097494,Южный,Май-Октябрь,UTC+3,400000,10.39,культурный туризм,да
Новосибирск,-6,-10,79,780,2.0,ясно,10000,,0,-6,-6,17.10.2025 03:14:14,2025-10-17T03:14:14.886111,Сибирский,Июнь-Август,UTC+7,1620000,1.6,домашний отдых,нет
Казань,1,-2,71,764,2.66,пасмурно,10000,,99,1,1,17.10.2025 04:41:24,2025-10-17T04:41:24.403104,Приволжский,Май-Сентябрь,UTC+3,1250000,-3.97,домашний отдых,нет
Москва,7,4,79,760,5.19,пасмурно,10000,,99,7,8,17.10.2025 04:41:24,2025-10-17T04:41:24.403104,Центральный,Круглогодично,UTC+3,12500000,-3.42,домашний отдых,да
Санкт-Петербург,2,2,92,758,1.0,плотный туман,7000,,2,-1,2,17.10.2025 04:41:24,2025-10-17T04:41:24.403104,Северо-Западный,Май-Сентябрь,UTC+3,5400000,2.1,домашний отдых,нет
Санкт-Петербург,3,3,91,756,1.0,плотный туман,450,,1,-1,3,17.10.2025 03:14:14,2025-10-17T03:14:14.886111,Северо-Западный,Май-Сентябрь,UTC+3,5400000,2.8,домашний отдых,нет
Новосибирск,-2,-6,64,779,3.0,ясно,10000,,0,-2,-2,17.10.2025 04:41:24,2025-10-17T04:41:24.403104,Сибирский,Июнь-Август,UTC+7,1620000,6.1,домашний отдых,нет
Москва,9,6,78,760,5.06,пасмурно,10000,,100,7,9,17.10.2025 06:51:23,2025-10-17T06:51:23.376198,Центральный,Круглогодично,UTC+3,12500000,-2.51,домашний отдых,да
Казань,5,2,57,764,3.85,облачно с прояснениями,10000,,80,5,5,17.10.2025 06:51:23,2025-10-17T06:51:23.376198,Приволжский,Май-Сентябрь,UTC+3,1250000,2.21,домашний отдых,нет
Сочи,15,14,60,769,0.71,ясно,10000,,6,15,15,17.10.2025 06:51:23,2025-10-17T06:51:23.376198,Южный,Май-Октябрь,UTC+3,400000,13.33,культурный туризм,да
Казань,3,0,66,764,3.78,пасмурно,10000,,99,3,3,17.10.2025 05:36:19,2025-10-17T05:36:19.097494,Приволжский,Май-Сентябрь,UTC+3,1250000,-2.28,домашний отдых,нет
Санкт-Петербург,5,5,84,758,0.0,туман,10000,,4,2,5,17.10.2025 06:51:23,2025-10-17T06:51:23.376198,Северо-Западный,Май-Сентябрь,UTC+3,5400000,4.8,домашний отдых,нет
Москва,7,4,78,759,4.91,пасмурно,10000,,99,7,7,17.10.2025 03:14:14,2025-10-17T03:14:14.886111,Центральный,Круглогодично,UTC+3,12500000,-3.19,домашний отдых,да
Москва,8,4,68,759,5.19,пасмурно,10000,,99,7,8,17.10.2025 05:36:19,2025-10-17T05:36:19.097494,Центральный,Круглогодично,UTC+3,12500000,-0.82,домашний отдых,да
