city_name,temperature,feels_like,humidity,pressure,wind_speed,weather_description,visibility,pop,clouds,temp_min,temp_max,collection_time,timestamp,federal_district,tourism_season,timezone,population,comfort_index,recommended_activity,tourist_season_match
Новосибирск,-5,-11,93,777,4.0,пасмурно,8000,,100,-5,-5,18.11.2025 13:35:16,2025-11-18T13:35:16.699763,Сибирский,Июнь-Август,UTC+7,1620000,-11.0,домашний отдых,нет
Санкт-Петербург,-1,-5,93,746,3.0,снег,1400,,100,-1,-1,18.11.2025 15:27:39,2025-11-18T15:27:39.377435,Северо-Западный,Май-Сентябрь,UTC+3,5400000,-9.3,домашний отдых,нет
Санкт-Петербург,-1,-4,85,746,2.0,пасмурно,10000,,100,-1,-1,18.11.2025 07:24:01,2025-11-18T07:24:01.966923,Северо-Западный,Май-Сентябрь,UTC+3,5400000,-7.6,домашний отдых,нет
Новосибирск,-2,-7,80,779,4.0,пасмурно,10000,,100,-2,-2,18.11.2025 06:35:26,2025-11-18T06:35:26.649913,Сибирский,Июнь-Август,UTC+7,1620000,-7.2,домашний отдых,нет
Санкт-Петербург,-1,-5,90,746,3.0,пасмурно,10000,,100,-2,-1,18.11.2025 04:29:24,2025-11-18T04:29:24.645480,Северо-Западный,Май-Сентябрь,UTC+3,5400000,-8.7,домашний отдых,нет
Новосибирск,-5,-9,93,778,2.0,пасмурно,7000,,99,-5,-5,18.11.2025 12:50:53,2025-11-18T12:50:53.023244,Сибирский,Июнь-Август,UTC+7,1620000,-10.7,домашний отдых,нет
Санкт-Петербург,-1,-4,93,749,3.0,пасмурно,2700,,100,-1,-1,18.11.2025 16:33:52,2025-11-18T16:33:52.778873,Северо-Западный,Май-Сентябрь,UTC+3,5400000,-9.3,домашний отдых,нет
Москва,8,5,64,748,6.56,небольшой дождь,10000,,100,7,8,18.11.2025 03:15:55,2025-11-18T03:15:55.174887,Центральный,Круглогодично,UTC+3,12500000,-0.26,домашний отдых,да
Казань,9,6,88,756,8.24,пасмурно,10000,,100,9,9,18.11.2025 14:25:15,2025-11-18T14:25:15.018060,Приволжский,Май-Сентябрь,UTC+3,1250000,-4.82,домашний отдых,нет
Сочи,17,17,65,767,2.91,небольшая облачность,10000,,14,17,17,18.11.2025 07:24:01,2025-11-18T07:24:01.966923,Южный,Май-Октябрь,UTC+3,400000,12.11,культурный туризм,нет
Новосибирск,-5,-10,93,777,3.0,плотный туман,2900,,100,-5,-5,18.11.2025 15:27:39,2025-11-18T15:27:39.377435,Сибирский,Июнь-Август,UTC+7,1620000,-10.9,домашний отдых,нет
Сочи,19,18,52,767,2.31,небольшая облачность,10000,,16,19,19,18.11.2025 08:32:37,2025-11-18T08:32:37.159447,Южный,Май-Октябрь,UTC+3,400000,15.37,активный туризм,нет
Санкт-Петербург,-1,-5,90,747,3.0,пасмурно,10000,,100,-1,-1,18.11.2025 01:52:51,2025-11-18T01:52:51.006631,Северо-Западный,Май-Сентябрь,UTC+3,5400000,-8.7,домашний отдых,нет
Сочи,13,12,69,767,3.78,облачно с прояснениями,10000,,75,13,13,18.11.2025 16:33:52,2025-11-18T16:33:52.778873,Южный,Май-Октябрь,UTC+3,400000,3.52,домашний отдых,нет
Сочи,17,16,60,767,2.57,облачно с прояснениями,10000,,58,17,17,18.11.2025 14:25:15,2025-11-18T14:25:15.018060,Южный,Май-Октябрь,UTC+3,400000,8.74,домашний отдых,нет
Новосибирск,-3,-6,86,778,2.0,облачно с прояснениями,10000,,75,-3,-3,18.11.2025 10:28:07,2025-11-18T10:28:07.098570,Сибирский,Июнь-Август,UTC+7,1620000,-6.1,домашний отдых,нет
Новосибирск,-3,-8,93,779,4.0,пасмурно,10000,,100,-3,-3,18.11.2025 04:29:24,2025-11-18T04:29:24.645480,Сибирский,Июнь-Август,UTC+7,1620000,-10.2,домашний отдых,нет
Москва,9,5,62,746,7.29,пасмурно,10000,,100,8,9,18.11.2025 05:23:59,2025-11-18T05:23:59.185283,Центральный,Круглогодично,UTC+3,12500000,0.47,домашний отдых,да
Москва,9,6,62,746,6.63,небольшой дождь,10000,,100,9,9,18.11.2025 06:35:26,2025-11-18T06:35:26.649913,Центральный,Круглогодично,UTC+3,12500000,0.54,домашний отдых,да
Казань,8,4,88,756,8.24,пасмурно,10000,,100,8,8,18.11.2025 13:35:16,2025-11-18T13:35:16.699763,Приволжский,Май-Сентябрь,UTC+3,1250000,-5.22,домашний отдых,нет
Казань,6,2,96,758,7.7,пасмурно,10000,,100,6,6,18.11.2025 10:28:07,2025-11-18T10:28:07.098570,Приволжский,Май-Сентябрь,UTC+3,1250000,-7.57,домашний отдых,нет
Новосибирск,-2,-7,80,779,4.0,пасмурно,10000,,100,-2,-2,18.11.2025 07:24:01,2025-11-18T07:24:01.966923,Сибирский,Июнь-Август,UTC+7,1620000,-7.2,домашний отдых,нет
Москва,3,-2,56,752,7.55,пасмурно,4040,,100,2,3,18.11.2025 16:33:52,2025-11-18T16:33:52.778873,Центральный,Круглогодично,UTC+3,12500000,-0.75,домашний отдых,да
Санкт-Петербург,-1,-3,84,746,2.0,небольшой снег,10000,,100,-1,-1,18.11.2025 08:32:37,2025-11-18T08:32:37.159447,Северо-Западный,Май-Сентябрь,UTC+3,5400000,-7.4,домашний отдых,нет
Москва,8,5,64,747,6.68,пасмурно,10000,,100,8,8,18.11.2025 04:29:24,2025-11-18T04:29:24.645480,Центральный,Круглогодично,UTC+3,12500000,-0.27,домашний отдых,да
Новосибирск,-3,-8,86,778,3.0,переменная облачность,10000,,40,-3,-3,18.11.2025 01:52:51,2025-11-18T01:52:51.006631,Сибирский,Июнь-Август,UTC+7,1620000,-2.7,домашний отдых,нет
Санкт-Петербург,-1,-5,92,747,4.0,снег,1300,,100,-2,-1,18.11.2025 13:35:16,2025-11-18T13:35:16.699763,Северо-Западный,Май-Сентябрь,UTC+3,5400000,-9.2,домашний отдых,нет
Санкт-Петербург,-1,-4,91,746,2.0,снег,1300,,100,-2,-1,18.11.2025 12:50:53,2025-11-18T12:50:53.023244,Северо-Западный,Май-Сентябрь,UTC+3,5400000,-8.8,домашний отдых,нет
Сочи,11,10,76,767,3.66,небольшая облачность,10000,,17,11,11,18.11.2025 04:29:24,2025-11-18T04:29:24.645480,Южный,Май-Октябрь,UTC+3,400000,7.13,домашний отдых,нет
Сочи,18,17,56,767,2.57,облачно с прояснениями,10000,,58,18,18,18.11.2025 13:35:16,2025-11-18T13:35:16.699763,Южный,Май-Октябрь,UTC+3,400000,9.94,домашний отдых,нет
Москва,9,6,60,746,6.45,небольшой дождь,7640,,100,9,10,18.11.2025 10:28:07,2025-11-18T10:28:07.098570,Центральный,Круглогодично,UTC+3,12500000,0.96,домашний отдых,да
Новосибирск,-3,-8,86,779,3.0,пасмурно,10000,,100,-3,-3,18.11.2025 05:23:59,2025-11-18T05:23:59.185283,Сибирский,Июнь-Август,UTC+7,1620000,-8.7,домашний отдых,нет
Казань,3,-1,96,761,5.91,пасмурно,10000,,100,3,3,18.11.2025 03:15:55,2025-11-18T03:15:55.174887,Приволжский,Май-Сентябрь,UTC+3,1250000,-8.59,домашний отдых,нет
Санкт-Петербург,-1,-6,93,746,4.0,снег,1500,,100,-2,-1,18.11.2025 14:25:15,2025-11-18T14:25:15.018060,Северо-Западный,Май-Сентябрь,UTC+3,5400000,-9.4,домашний отдых,нет
Москва,3,-2,73,750,7.19,пасмурно,10000,,100,2,3,18.11.2025 15:27:39,2025-11-18T15:27:39.377435,Центральный,Круглогодично,UTC+3,12500000,-4.12,домашний отдых,да
Санкт-Петербург,-1,-5,90,746,3.0,пасмурно,10000,,100,-1,-1,18.11.2025 03:15:55,2025-11-18T03:15:55.174887,Северо-Западный,Май-Сентябрь,UTC+3,5400000,-8.7,домашний отдых,нет
