city_name,temperature,feels_like,humidity,pressure,wind_speed,weather_description,visibility,pop,clouds,temp_min,temp_max,collection_time,timestamp,federal_district,tourism_season,timezone,population,comfort_index,recommended_activity,tourist_season_match
Москва,4,2,65,762,1.71,пасмурно,10000,,100,3,4,11.11.2025 03:17:06,2025-11-11T03:17:06.134070,Центральный,Круглогодично,UTC+3,12500000,-1.57,домашний отдых,да
Казань,5,3,42,761,3.37,облачно с прояснениями,10000,,68,5,5,11.11.2025 11:21:05,2025-11-11T11:21:05.267493,Приволжский,Май-Сентябрь,UTC+3,1250000,6.46,домашний отдых,нет
Москва,6,6,72,763,0.44,пасмурно,10000,,100,4,6,11.11.2025 11:21:05,2025-11-11T11:21:05.267493,Центральный,Круглогодично,UTC+3,12500000,-2.04,домашний отдых,да
Санкт-Петербург,3,1,92,760,2.0,небольшая морось,3700,,100,3,3,11.11.2025 01:53:49,2025-11-11T01:53:49.911343,Северо-Западный,Май-Сентябрь,UTC+3,5400000,-7.4,домашний отдых,нет
Санкт-Петербург,6,4,93,760,2.0,пасмурно,10000,,100,5,6,11.11.2025 17:21:47,2025-11-11T17:21:47.609245,Северо-Западный,Май-Сентябрь,UTC+3,5400000,-6.4,домашний отдых,нет
Сочи,18,17,52,761,0.86,пасмурно,10000,,97,18,18,11.11.2025 08:31:45,2025-11-11T08:31:45.984706,Южный,Май-Октябрь,UTC+3,400000,7.01,домашний отдых,нет
Сочи,18,18,65,760,0.9,пасмурно,10000,,100,18,18,11.11.2025 13:34:20,2025-11-11T13:34:20.811430,Южный,Май-Октябрь,UTC+3,400000,4.11,домашний отдых,нет
Сочи,18,18,62,760,0.33,пасмурно,10000,,98,18,18,11.11.2025 11:21:05,2025-11-11T11:21:05.267493,Южный,Май-Октябрь,UTC+3,400000,4.97,домашний отдых,нет
Санкт-Петербург,6,6,92,761,1.0,пасмурно,10000,,100,6,6,11.11.2025 13:34:20,2025-11-11T13:34:20.811430,Северо-Западный,Май-Сентябрь,UTC+3,5400000,-6.1,домашний отдых,нет
Новосибирск,-4,-11,93,761,7.0,снегопад,1400,,100,-4,-4,11.11.2025 09:27:14,2025-11-11T09:27:14.941760,Сибирский,Июнь-Август,UTC+7,1620000,-10.9,домашний отдых,нет
Новосибирск,1,-5,93,761,6.0,небольшой снегопад,9000,,100,1,1,11.11.2025 16:31:02,2025-11-11T16:31:02.009557,Сибирский,Июнь-Август,UTC+7,1620000,-8.8,домашний отдых,нет
Казань,0,-2,66,764,2.36,переменная облачность,10000,,35,0,0,11.11.2025 17:21:47,2025-11-11T17:21:47.609245,Приволжский,Май-Сентябрь,UTC+3,1250000,3.06,домашний отдых,нет
Сочи,10,9,84,761,2.16,пасмурно,10000,,100,10,10,11.11.2025 04:28:53,2025-11-11T04:28:53.481224,Южный,Май-Октябрь,UTC+3,400000,-3.02,домашний отдых,нет
