city_name,temperature,feels_like,humidity,pressure,wind_speed,weather_description,visibility,pop,clouds,temp_min,temp_max,collection_time,timestamp,federal_district,tourism_season,timezone,population,comfort_index,recommended_activity,tourist_season_match
Новосибирск,-5,-9,91,774,2.74,пасмурно,10000,,94,-5,-5,10.10.2025 16:52:39,2025-10-10T16:52:39.068103,Сибирский,Июнь-Август,UTC+7,1620000,-9.87,домашний отдых,нет
Казань,11,9,35,764,3.89,пасмурно,10000,,100,11,11,10.10.2025 16:02:57,2025-10-10T16:02:57.164213,Приволжский,Май-Сентябрь,UTC+3,1250000,7.01,домашний отдых,нет
Санкт-Петербург,10,9,91,755,2.0,туман,4300,,100,8,10,10.10.2025 19:26:03,2025-10-10T19:26:03.115871,Северо-Западный,Май-Сентябрь,UTC+3,5400000,-4.4,домашний отдых,нет
Санкт-Петербург,9,8,90,755,3.39,облачно с прояснениями,10000,,71,9,9,10.10.2025 22:33:19,2025-10-10T22:33:19.625817,Северо-Западный,Май-Сентябрь,UTC+3,5400000,-1.84,домашний отдых,нет
Казань,10,9,46,763,3.43,пасмурно,10000,,92,10,10,10.10.2025 23:27:35,2025-10-10T23:27:35.499158,Приволжский,Май-Сентябрь,UTC+3,1250000,5.26,домашний отдых,нет
Сочи,15,15,82,764,1.75,небольшой дождь,7521,,92,15,15,10.10.2025 22:33:19,2025-10-10T22:33:19.625817,Южный,Май-Октябрь,UTC+3,400000,0.22,домашний отдых,да
Москва,11,10,81,755,4.58,пасмурно,10000,,100,11,11,10.10.2025 16:52:39,2025-10-10T16:52:39.068103,Центральный,Круглогодично,UTC+3,12500000,-2.26,домашний отдых,да
Санкт-Петербург,11,10,92,755,1.0,облачно с прояснениями,10000,,75,10,11,10.10.2025 16:02:57,2025-10-10T16:02:57.164213,Северо-Западный,Май-Сентябрь,UTC+3,5400000,-1.6,домашний отдых,нет
Новосибирск,-1,-1,93,774,1.0,ясно,10000,,0,-1,-1,10.10.2025 19:26:03,2025-10-10T19:26:03.115871,Сибирский,Июнь-Август,UTC+7,1620000,0.9,домашний отдых,нет
Москва,10,8,87,755,4.17,небольшой дождь,10000,,100,10,10,10.10.2025 22:33:19,2025-10-10T22:33:19.625817,Центральный,Круглогодично,UTC+3,12500000,-3.82,домашний отдых,да
Казань,10,8,36,764,3.7,пасмурно,10000,,100,10,10,10.10.2025 16:46:38,2025-10-10T16:46:38.612227,Приволжский,Май-Сентябрь,UTC+3,1250000,6.43,домашний отдых,нет
Новосибирск,0,0,93,774,1.0,ясно,10000,,0,0,0,10.10.2025 16:46:38,2025-10-10T16:46:38.612227,Сибирский,Июнь-Август,UTC+7,1620000,1.3,домашний отдых,нет
Санкт-Петербург,10,9,91,756,2.0,пасмурно,9000,,100,9,10,10.10.2025 18:53:38,2025-10-10T18:53:38.396653,Северо-Западный,Май-Сентябрь,UTC+3,5400000,-4.4,домашний отдых,нет
Казань,10,9,43,763,3.47,пасмурно,10000,,100,10,10,10.10.2025 20:34:51,2025-10-10T20:34:51.251213,Приволжский,Май-Сентябрь,UTC+3,1250000,5.05,домашний отдых,нет
