city_name,temperature,feels_like,humidity,pressure,wind_speed,weather_description,visibility,pop,clouds,temp_min,temp_max,collection_time,timestamp,federal_district,tourism_season,timezone,population,comfort_index,recommended_activity,tourist_season_match
Сочи,17,17,70,764,1.55,облачно с прояснениями,10000,,70,17,17,06.11.2025 12:50:26,2025-11-06T12:50:26.993695,Южный,Май-Октябрь,UTC+3,400000,5.65,домашний отдых,нет
Санкт-Петербург,9,8,94,758,3.0,облачно с прояснениями,10000,,75,9,10,06.11.2025 21:21:34,2025-11-06T21:21:34.039327,Северо-Западный,Май-Сентябрь,UTC+3,5400000,-3.0,домашний отдых,нет
Казань,8,5,85,761,6.24,пасмурно,10000,,100,8,8,06.11.2025 18:35:32,2025-11-06T18:35:32.458408,Приволжский,Май-Сентябрь,UTC+3,1250000,-4.42,домашний отдых,нет
Новосибирск,-7,-14,79,770,5.0,небольшой снег,3000,,100,-7,-7,06.11.2025 16:32:14,2025-11-06T16:32:14.251814,Сибирский,Июнь-Август,UTC+7,1620000,-9.1,домашний отдых,нет
Казань,8,5,80,763,6.62,пасмурно,10000,,100,8,8,06.11.2025 15:27:11,2025-11-06T15:27:11.204392,Приволжский,Май-Сентябрь,UTC+3,1250000,-3.46,домашний отдых,нет
Сочи,16,15,59,766,0.18,небольшая облачность,10000,,17,16,16,06.11.2025 07:22:55,2025-11-06T07:22:55.501120,Южный,Май-Октябрь,UTC+3,400000,12.88,культурный туризм,нет
Казань,7,4,79,763,6.49,пасмурно,10000,,100,7,7,06.11.2025 13:34:45,2025-11-06T13:34:45.159593,Приволжский,Май-Сентябрь,UTC+3,1250000,-3.65,домашний отдых,нет
Москва,6,3,68,767,4.51,пасмурно,10000,,100,5,7,06.11.2025 04:30:38,2025-11-06T04:30:38.302321,Центральный,Круглогодично,UTC+3,12500000,-1.65,домашний отдых,да
Сочи,13,13,84,764,2.07,пасмурно,10000,,87,13,13,06.11.2025 15:27:11,2025-11-06T15:27:11.204392,Южный,Май-Октябрь,UTC+3,400000,-0.51,домашний отдых,нет
Новосибирск,-6,-13,79,767,5.0,небольшой снег,10000,,75,-6,-6,06.11.2025 19:19:11,2025-11-06T19:19:11.355559,Сибирский,Июнь-Август,UTC+7,1620000,-6.2,домашний отдых,нет
Сочи,17,17,68,765,1.38,небольшая облачность,10000,,19,17,17,06.11.2025 10:27:49,2025-11-06T10:27:49.564402,Южный,Май-Октябрь,UTC+3,400000,11.16,культурный туризм,нет
Санкт-Петербург,10,10,93,760,4.0,облачно с прояснениями,10000,,75,10,10,06.11.2025 18:35:32,2025-11-06T18:35:32.458408,Северо-Западный,Май-Сентябрь,UTC+3,5400000,-2.5,домашний отдых,нет
Санкт-Петербург,10,10,93,758,4.0,облачно с прояснениями,10000,,75,10,10,06.11.2025 20:26:50,2025-11-06T20:26:50.797171,Северо-Западный,Май-Сентябрь,UTC+3,5400000,-2.5,домашний отдых,нет
Санкт-Петербург,10,10,93,760,4.0,облачно с прояснениями,10000,,75,10,10,06.11.2025 19:19:11,2025-11-06T19:19:11.355559,Северо-Западный,Май-Сентябрь,UTC+3,5400000,-2.5,домашний отдых,нет
Москва,6,3,68,767,4.59,пасмурно,10000,,100,6,6,06.11.2025 05:24:35,2025-11-06T05:24:35.958160,Центральный,Круглогодично,UTC+3,12500000,-1.66,домашний отдых,да
Санкт-Петербург,11,10,88,759,3.0,пасмурно,10000,,100,11,11,06.11.2025 01:53:11,2025-11-06T01:53:11.254306,Северо-Западный,Май-Сентябрь,UTC+3,5400000,-3.5,домашний отдых,нет
Новосибирск,-9,-16,73,772,5.0,небольшой снег,9000,,75,-9,-9,06.11.2025 08:32:28,2025-11-06T08:32:28.062731,Сибирский,Июнь-Август,UTC+7,1620000,-6.2,домашний отдых,нет
Москва,9,6,73,764,4.75,небольшой дождь,10000,,100,8,9,06.11.2025 19:19:11,2025-11-06T19:19:11.355559,Центральный,Круглогодично,UTC+3,12500000,-1.48,домашний отдых,да
Новосибирск,-8,-15,73,770,5.0,небольшой снег,10000,,100,-8,-8,06.11.2025 11:21:00,2025-11-06T11:21:00.128198,Сибирский,Июнь-Август,UTC+7,1620000,-8.3,домашний отдых,нет
Москва,6,3,70,767,4.4,пасмурно,10000,,100,6,6,06.11.2025 03:17:37,2025-11-06T03:17:37.664618,Центральный,Круглогодично,UTC+3,12500000,-2.04,домашний отдых,да
Москва,9,6,70,764,5.25,пасмурно,10000,,100,8,9,06.11.2025 14:24:54,2025-11-06T14:24:54.842116,Центральный,Круглогодично,UTC+3,12500000,-0.92,домашний отдых,да
Казань,8,5,85,761,6.41,пасмурно,10000,,100,8,8,06.11.2025 20:26:50,2025-11-06T20:26:50.797171,Приволжский,Май-Сентябрь,UTC+3,1250000,-4.44,домашний отдых,нет
Сочи,15,15,84,764,1.97,облачно с прояснениями,10000,,82,15,15,06.11.2025 14:24:54,2025-11-06T14:24:54.842116,Южный,Май-Октябрь,UTC+3,400000,0.8,домашний отдых,нет
Новосибирск,-6,-13,86,767,5.0,небольшой снег,2900,,100,-6,-6,06.11.2025 20:26:50,2025-11-06T20:26:50.797171,Сибирский,Июнь-Август,UTC+7,1620000,-10.1,домашний отдых,нет
Москва,7,4,67,766,4.68,пасмурно,10000,,100,6,7,06.11.2025 06:36:04,2025-11-06T06:36:04.182904,Центральный,Круглогодично,UTC+3,12500000,-1.07,домашний отдых,да
Новосибирск,-7,-14,86,769,5.0,небольшой снег,5000,,100,-7,-7,06.11.2025 17:22:51,2025-11-06T17:22:51.321587,Сибирский,Июнь-Август,UTC+7,1620000,-10.5,домашний отдых,нет
Сочи,11,10,79,764,1.54,пасмурно,10000,,100,11,11,06.11.2025 18:35:32,2025-11-06T18:35:32.458408,Южный,Май-Октябрь,UTC+3,400000,-1.55,домашний отдых,нет
Казань,7,4,80,764,6.76,небольшой дождь,10000,,100,7,7,06.11.2025 08:32:28,2025-11-06T08:32:28.062731,Приволжский,Май-Сентябрь,UTC+3,1250000,-3.88,домашний отдых,нет
Санкт-Петербург,9,8,94,758,3.0,пасмурно,10000,,100,9,10,06.11.2025 22:22:49,2025-11-06T22:22:49.733045,Северо-Западный,Май-Сентябрь,UTC+3,5400000,-5.5,домашний отдых,нет
Москва,9,6,70,764,5.33,пасмурно,10000,,100,8,9,06.11.2025 15:27:11,2025-11-06T15:27:11.204392,Центральный,Круглогодично,UTC+3,12500000,-0.93,домашний отдых,да
Санкт-Петербург,9,9,95,759,2.0,пасмурно,10000,,100,9,10,06.11.2025 23:21:22,2025-11-06T23:21:22.405869,Северо-Западный,Май-Сентябрь,UTC+3,5400000,-5.6,домашний отдых,нет
Новосибирск,-5,-12,86,767,5.0,небольшой снег,3500,,100,-5,-5,06.11.2025 22:22:49,2025-11-06T22:22:49.733045,Сибирский,Июнь-Август,UTC+7,1620000,-9.7,домашний отдых,нет
Сочи,10,9,67,767,1.91,облачно с прояснениями,10000,,70,10,10,06.11.2025 05:24:35,2025-11-06T05:24:35.958160,Южный,Май-Октябрь,UTC+3,400000,3.41,домашний отдых,нет
Сочи,9,8,76,767,1.9,пасмурно,10000,,99,9,9,06.11.2025 01:53:11,2025-11-06T01:53:11.254306,Южный,Май-Октябрь,UTC+3,400000,-1.69,домашний отдых,нет
Москва,9,6,71,765,4.83,пасмурно,10000,,100,7,9,06.11.2025 08:32:28,2025-11-06T08:32:28.062731,Центральный,Круглогодично,UTC+3,12500000,-1.08,домашний отдых,да
Санкт-Петербург,11,10,93,757,4.0,пасмурно,10000,,100,10,11,06.11.2025 10:27:49,2025-11-06T10:27:49.564402,Северо-Западный,Май-Сентябрь,UTC+3,5400000,-4.6,домашний отдых,нет
Сочи,18,17,57,765,1.01,переменная облачность,10000,,31,18,18,06.11.2025 09:27:09,2025-11-06T09:27:09.558196,Южный,Май-Октябрь,UTC+3,400000,12.6,культурный туризм,нет
Москва,9,6,72,763,4.44,небольшой дождь,10000,,100,8,9,06.11.2025 22:22:49,2025-11-06T22:22:49.733045,Центральный,Круглогодично,UTC+3,12500000,-1.24,домашний отдых,да
Сочи,18,17,57,765,1.01,переменная облачность,10000,,31,18,18,06.11.2025 08:32:28,2025-11-06T08:32:28.062731,Южный,Май-Октябрь,UTC+3,400000,12.6,культурный туризм,нет
Санкт-Петербург,11,10,92,759,4.0,пасмурно,10000,,100,11,11,06.11.2025 09:27:09,2025-11-06T09:27:09.558196,Северо-Западный,Май-Сентябрь,UTC+3,5400000,-4.4,домашний отдых,нет
Казань,8,5,84,764,6.68,небольшой дождь,10000,,100,8,8,06.11.2025 11:21:00,2025-11-06T11:21:00.128198,Приволжский,Май-Сентябрь,UTC+3,1250000,-4.27,домашний отдых,нет
Москва,9,6,68,764,5.46,пасмурно,10000,,100,8,9,06.11.2025 11:21:00,2025-11-06T11:21:00.128198,Центральный,Круглогодично,UTC+3,12500000,-0.55,домашний отдых,да
Казань,7,4,85,761,6.31,пасмурно,10000,,100,7,7,06.11.2025 21:21:34,2025-11-06T21:21:34.039327,Приволжский,Май-Сентябрь,UTC+3,1250000,-4.83,домашний отдых,нет
Санкт-Петербург,10,10,93,759,4.0,небольшая морось,9000,,100,10,10,06.11.2025 07:22:55,2025-11-06T07:22:55.501120,Северо-Западный,Май-Сентябрь,UTC+3,5400000,-5.0,домашний отдых,нет
Санкт-Петербург,10,9,92,758,3.0,пасмурно,10000,,100,10,10,06.11.2025 05:24:35,2025-11-06T05:24:35.958160,Северо-Западный,Май-Сентябрь,UTC+3,5400000,-4.7,домашний отдых,нет
Москва,9,6,70,765,4.9,пасмурно,10000,,100,8,9,06.11.2025 09:27:09,2025-11-06T09:27:09.558196,Центральный,Круглогодично,UTC+3,12500000,-0.89,домашний отдых,да
Санкт-Петербург,11,10,89,759,4.0,пасмурно,10000,,100,10,11,06.11.2025 03:17:37,2025-11-06T03:17:37.664618,Северо-Западный,Май-Сентябрь,UTC+3,5400000,-3.8,домашний отдых,нет
Новосибирск,-8,-15,79,770,5.0,небольшой снег,10000,,100,-8,-8,06.11.2025 14:24:54,2025-11-06T14:24:54.842116,Сибирский,Июнь-Август,UTC+7,1620000,-9.5,домашний отдых,нет
Санкт-Петербург,11,10,94,758,4.0,пасмурно,9000,,100,10,11,06.11.2025 16:32:14,2025-11-06T16:32:14.251814,Северо-Западный,Май-Сентябрь,UTC+3,5400000,-4.8,домашний отдых,нет
Москва,9,6,69,764,5.06,небольшой дождь,10000,,100,8,9,06.11.2025 12:50:26,2025-11-06T12:50:26.993695,Центральный,Круглогодично,UTC+3,12500000,-0.71,домашний отдых,да
Москва,9,6,75,763,4.34,небольшой дождь,10000,,100,7,9,06.11.2025 23:21:22,2025-11-06T23:21:22.405869,Центральный,Круглогодично,UTC+3,12500000,-1.83,домашний отдых,да
Новосибирск,-10,-17,73,774,6.0,ясно,10000,,0,-10,-10,06.11.2025 01:53:11,2025-11-06T01:53:11.254306,Сибирский,Июнь-Август,UTC+7,1620000,0.8,домашний отдых,нет
Санкт-Петербург,10,10,95,758,3.0,небольшая морось,4800,,100,10,10,06.11.2025 15:27:11,2025-11-06T15:27:11.204392,Северо-Западный,Май-Сентябрь,UTC+3,5400000,-5.3,домашний отдых,нет
Казань,8,5,83,763,6.58,небольшой дождь,10000,,100,8,8,06.11.2025 09:27:09,2025-11-06T09:27:09.558196,Приволжский,Май-Сентябрь,UTC+3,1250000,-4.06,домашний отдых,нет
Новосибирск,-11,-18,73,773,6.0,небольшая облачность,10000,,20,-11,-11,06.11.2025 05:24:35,2025-11-06T05:24:35.958160,Сибирский,Июнь-Август,UTC+7,1620000,-1.6,домашний отдых,нет
Казань,8,5,84,762,6.19,пасмурно,10000,,100,8,8,06.11.2025 17:22:51,2025-11-06T17:22:51.321587,Приволжский,Май-Сентябрь,UTC+3,1250000,-4.22,домашний отдых,нет
Санкт-Петербург,10,9,91,759,4.0,пасмурно,10000,,100,10,10,06.11.2025 04:30:38,2025-11-06T04:30:38.302321,Северо-Западный,Май-Сентябрь,UTC+3,5400000,-4.6,домашний отдых,нет
Казань,6,2,91,761,6.33,пасмурно,10000,,100,6,6,06.11.2025 23:21:22,2025-11-06T23:21:22.405869,Приволжский,Май-Сентябрь,UTC+3,1250000,-6.43,домашний отдых,нет
Санкт-Петербург,10,10,95,758,3.0,пасмурно,7000,,100,10,10,06.11.2025 13:34:45,2025-11-06T13:34:45.159593,Северо-Западный,Май-Сентябрь,UTC+3,5400000,-5.3,домашний отдых,нет
Новосибирск,-11,-18,79,774,5.0,ясно,10000,,0,-11,-11,06.11.2025 03:17:37,2025-11-06T03:17:37.664618,Сибирский,Июнь-Август,UTC+7,1620000,-0.7,домашний отдых,нет
Сочи,9,8,71,766,1.9,пасмурно,10000,,100,9,9,06.11.2025 03:17:37,2025-11-06T03:17:37.664618,Южный,Май-Октябрь,UTC+3,400000,-0.79,домашний отдых,нет
Новосибирск,-9,-16,73,771,6.0,небольшой снег,10000,,75,-9,-9,06.11.2025 10:27:49,2025-11-06T10:27:49.564402,Сибирский,Июнь-Август,UTC+7,1620000,-6.3,домашний отдых,нет
Новосибирск,-6,-13,86,767,5.0,небольшой снег,5000,,100,-6,-6,06.11.2025 21:21:34,2025-11-06T21:21:34.039327,Сибирский,Июнь-Август,UTC+7,1620000,-10.1,домашний отдых,нет
Казань,6,2,85,765,6.6,пасмурно,10000,,100,6,6,06.11.2025 03:17:37,2025-11-06T03:17:37.664618,Приволжский,Май-Сентябрь,UTC+3,1250000,-5.26,домашний отдых,нет
Казань,7,4,87,761,6.33,пасмурно,10000,,100,7,7,06.11.2025 22:22:49,2025-11-06T22:22:49.733045,Приволжский,Май-Сентябрь,UTC+3,1250000,-5.23,домашний отдых,нет
Казань,8,5,76,764,6.93,пасмурно,10000,,100,8,8,06.11.2025 10:27:49,2025-11-06T10:27:49.564402,Приволжский,Май-Сентябрь,UTC+3,1250000,-2.69,домашний отдых,нет
Сочи,11,10,78,764,1.58,пасмурно,10000,,93,11,11,06.11.2025 16:32:14,2025-11-06T16:32:14.251814,Южный,Май-Октябрь,UTC+3,400000,-0.66,домашний отдых,нет
Москва,9,6,70,763,4.4,небольшой дождь,10000,,100,8,9,06.11.2025 21:21:34,2025-11-06T21:21:34.039327,Центральный,Круглогодично,UTC+3,12500000,-0.84,домашний отдых,да
Сочи,10,9,81,764,2.56,пасмурно,10000,,100,10,10,06.11.2025 22:22:49,2025-11-06T22:22:49.733045,Южный,Май-Октябрь,UTC+3,400000,-2.46,домашний отдых,нет
Санкт-Петербург,11,10,93,758,3.0,облачно с прояснениями,10000,,75,10,11,06.11.2025 17:22:51,2025-11-06T17:22:51.321587,Северо-Западный,Май-Сентябрь,UTC+3,5400000,-2.0,домашний отдых,нет
Москва,9,6,73,764,4.98,небольшой дождь,10000,,100,8,9,06.11.2025 17:22:51,2025-11-06T17:22:51.321587,Центральный,Круглогодично,UTC+3,12500000,-1.5,домашний отдых,да
