city_name,temperature,feels_like,humidity,pressure,wind_speed,weather_description,visibility,pop,clouds,temp_min,temp_max,collection_time,timestamp
Новосибирск,-13,-18,78,780,2.0,ясно,10000,,0,-13,-13,14.11.2025 12:49:43,2025-11-14T12:49:43.114625
Москва,6,3,56,755,6.62,пасмурно,10000,,100,6,6,14.11.2025 12:49:43,2025-11-14T12:49:43.114625
Новосибирск,-11,-16,73,778,2.0,переменная облачность,10000,,40,-11,-11,14.11.2025 06:36:06,2025-11-14T06:36:06.600451
Новосибирск,-11,-11,67,778,1.0,ясно,10000,,0,-11,-11,14.11.2025 08:31:35,2025-11-14T08:31:35.533939
Санкт-Петербург,3,-2,82,751,7.0,облачно с прояснениями,10000,,75,3,4,14.11.2025 11:20:36,2025-11-14T11:20:36.918507
Москва,5,0,71,756,7.9,пасмурно,10000,,100,4,5,14.11.2025 05:24:05,2025-11-14T05:24:05.895262
Сочи,12,12,88,765,1.11,пасмурно,10000,,100,12,12,14.11.2025 01:53:40,2025-11-14T01:53:40.119855
Казань,8,4,80,761,8.04,пасмурно,10000,,100,8,8,14.11.2025 07:23:29,2025-11-14T07:23:29.111924
Санкт-Петербург,3,-3,80,749,8.0,облачно с прояснениями,10000,,75,3,3,14.11.2025 10:27:01,2025-11-14T10:27:01.565727
Москва,6,2,58,756,8.12,пасмурно,10000,,100,6,6,14.11.2025 08:31:35,2025-11-14T08:31:35.533939
Москва,6,2,57,755,7.63,пасмурно,10000,,100,6,6,14.11.2025 10:27:01,2025-11-14T10:27:01.565727
Новосибирск,-11,-17,79,777,3.0,небольшой снег,10000,,100,-11,-11,14.11.2025 01:53:40,2025-11-14T01:53:40.119855
Казань,9,6,63,760,8.16,пасмурно,10000,,94,9,9,14.11.2025 11:20:36,2025-11-14T11:20:36.918507
Сочи,14,14,88,765,1.13,пасмурно,7447,,100,14,14,14.11.2025 08:31:35,2025-11-14T08:31:35.533939
Новосибирск,-11,-17,73,778,3.0,переменная облачность,10000,,40,-11,-11,14.11.2025 07:23:29,2025-11-14T07:23:29.111924
Санкт-Петербург,2,-3,80,746,6.0,облачно с прояснениями,10000,,75,2,2,14.11.2025 07:23:29,2025-11-14T07:23:29.111924
Новосибирск,-11,-11,73,779,1.0,ясно,10000,,0,-11,-11,14.11.2025 09:26:25,2025-11-14T09:26:25.465555
Казань,10,9,65,761,8.17,пасмурно,10000,,96,10,10,14.11.2025 10:27:01,2025-11-14T10:27:01.565727
Казань,8,4,65,760,8.27,пасмурно,10000,,100,8,8,14.11.2025 12:49:43,2025-11-14T12:49:43.114625
Сочи,14,14,83,764,4.83,пасмурно,10000,,100,14,14,14.11.2025 12:49:43,2025-11-14T12:49:43.114625
Санкт-Петербург,2,-2,80,747,5.0,облачно с прояснениями,10000,,75,2,2,14.11.2025 06:36:06,2025-11-14T06:36:06.600451
Сочи,12,12,89,764,1.06,пасмурно,10000,,100,12,12,14.11.2025 03:16:27,2025-11-14T03:16:27.980511
Санкт-Петербург,2,-3,93,744,5.0,пасмурно,6000,,100,1,2,14.11.2025 01:53:40,2025-11-14T01:53:40.119855
Сочи,13,13,87,765,0.9,пасмурно,10000,,100,13,13,14.11.2025 06:36:06,2025-11-14T06:36:06.600451
Санкт-Петербург,3,-1,79,745,5.0,облачно с прояснениями,10000,,75,1,3,14.11.2025 05:24:05,2025-11-14T05:24:05.895262
Казань,7,4,93,762,6.5,пасмурно,10000,,100,7,7,14.11.2025 04:28:16,2025-11-14T04:28:16.535916
Казань,8,4,81,762,8.05,пасмурно,10000,,97,8,8,14.11.2025 06:36:06,2025-11-14T06:36:06.600451
Новосибирск,-12,-18,79,779,3.0,ясно,10000,,0,-12,-12,14.11.2025 11:20:36,2025-11-14T11:20:36.918507
Новосибирск,-10,-16,73,779,3.0,ясно,10000,,0,-10,-10,14.11.2025 10:27:01,2025-11-14T10:27:01.565727
Москва,5,0,68,758,7.34,пасмурно,10000,,100,4,5,14.11.2025 01:53:40,2025-11-14T01:53:40.119855
Казань,9,6,68,761,8.17,пасмурно,10000,,95,9,9,14.11.2025 09:26:25,2025-11-14T09:26:25.465555
Казань,9,6,73,761,8.47,пасмурно,10000,,100,9,9,14.11.2025 08:31:35,2025-11-14T08:31:35.533939
Санкт-Петербург,3,-1,79,749,6.0,облачно с прояснениями,10000,,75,3,3,14.11.2025 09:26:25,2025-11-14T09:26:25.465555
Новосибирск,-11,-16,79,778,2.0,облачно с прояснениями,10000,,75,-11,-11,14.11.2025 04:28:16,2025-11-14T04:28:16.535916
Сочи,12,12,90,765,0.53,пасмурно,10000,,100,12,12,14.11.2025 05:24:05,2025-11-14T05:24:05.895262
Москва,5,0,65,757,7.73,пасмурно,10000,,100,4,5,14.11.2025 04:28:16,2025-11-14T04:28:16.535916
Сочи,14,14,90,764,2.67,пасмурно,10000,,100,14,14,14.11.2025 10:27:01,2025-11-14T10:27:01.565727
Казань,7,4,96,762,5.91,пасмурно,10000,,100,7,7,14.11.2025 03:16:27,2025-11-14T03:16:27.980511
Казань,6,3,95,763,5.28,пасмурно,10000,,100,6,6,14.11.2025 01:53:40,2025-11-14T01:53:40.119855
Сочи,12,12,90,764,0.58,пасмурно,10000,,100,12,12,14.11.2025 04:28:16,2025-11-14T04:28:16.535916
Москва,6,2,56,755,7.1,пасмурно,10000,,100,6,6,14.11.2025 11:20:36,2025-11-14T11:20:36.918507
Казань,7,4,89,762,6.26,пасмурно,10000,,100,7,7,14.11.2025 05:24:05,2025-11-14T05:24:05.895262
Москва,5,0,66,757,7.74,пасмурно,10000,,100,4,5,14.11.2025 03:16:27,2025-11-14T03:16:27.980511
Сочи,14,14,86,764,1.72,пасмурно,10000,,100,14,14,14.11.2025 11:20:36,2025-11-14T11:20:36.918507
Новосибирск,-11,-16,73,778,2.0,переменная облачность,10000,,40,-11,-11,14.11.2025 05:24:05,2025-11-14T05:24:05.895262
Новосибирск,-11,-17,85,778,3.0,небольшой снег,10000,,100,-11,-11,14.11.2025 03:16:27,2025-11-14T03:16:27.980511
Сочи,13,13,89,764,1.85,пасмурно,10000,,100,13,13,14.11.2025 07:23:29,2025-11-14T07:23:29.111924
Санкт-Петербург,1,-4,93,743,6.0,снег,9000,,75,1,1,14.11.2025 03:16:27,2025-11-14T03:16:27.980511
Москва,6,2,57,756,8.2,пасмурно,10000,,100,5,6,14.11.2025 09:26:25,2025-11-14T09:26:25.465555
Москва,5,0,60,755,8.37,пасмурно,10000,,100,4,5,14.11.2025 06:36:06,2025-11-14T06:36:06.600451
Санкт-Петербург,2,-2,87,744,5.0,переменная облачность,10000,,40,1,2,14.11.2025 04:28:16,2025-11-14T04:28:16.535916
Москва,6,1,56,755,7.92,пасмурно,10000,,100,5,6,14.11.2025 07:23:29,2025-11-14T07:23:29.111924
Санкт-Петербург,3,-2,80,749,7.0,переменная облачность,10000,,40,2,3,14.11.2025 08:31:35,2025-11-14T08:31:35.533939
Сочи,14,14,89,764,1.13,пасмурно,7447,,100,14,14,14.11.2025 09:26:25,2025-11-14T09:26:25.465555
Санкт-Петербург,3,-2,85,752,6.0,переменная облачность,10000,,40,3,3,14.11.2025 12:49:43,2025-11-14T12:49:43.114625
