city_name,temperature,feels_like,humidity,pressure,wind_speed,weather_description,visibility,pop,clouds,temp_min,temp_max,collection_time,timestamp
Сочи,17,17,70,764,1.55,облачно с прояснениями,10000,,70,17,17,06.11.2025 12:50:26,2025-11-06T12:50:26.993695
Казань,8,5,85,761,6.24,пасмурно,10000,,100,8,8,06.11.2025 18:35:32,2025-11-06T18:35:32.458408
Новосибирск,-7,-14,79,770,5.0,небольшой снег,3000,,100,-7,-7,06.11.2025 16:32:14,2025-11-06T16:32:14.251814
Казань,8,5,80,763,6.62,пасмурно,10000,,100,8,8,06.11.2025 15:27:11,2025-11-06T15:27:11.204392
Сочи,16,15,59,766,0.18,небольшая облачность,10000,,17,16,16,06.11.2025 07:22:55,2025-11-06T07:22:55.501120
Казань,7,4,79,763,6.49,пасмурно,10000,,100,7,7,06.11.2025 13:34:45,2025-11-06T13:34:45.159593
Москва,6,3,68,767,4.51,пасмурно,10000,,100,5,7,06.11.2025 04:30:38,2025-11-06T04:30:38.302321
Сочи,13,13,84,764,2.07,пасмурно,10000,,87,13,13,06.11.2025 15:27:11,2025-11-06T15:27:11.204392
Сочи,17,17,68,765,1.38,небольшая облачность,10000,,19,17,17,06.11.2025 10:27:49,2025-11-06T10:27:49.564402
Санкт-Петербург,10,10,93,760,4.0,облачно с прояснениями,10000,,75,10,10,06.11.2025 18:35:32,2025-11-06T18:35:32.458408
Москва,6,3,68,767,4.59,пасмурно,10000,,100,6,6,06.11.2025 05:24:35,2025-11-06T05:24:35.958160
Санкт-Петербург,11,10,88,759,3.0,пасмурно,10000,,100,11,11,06.11.2025 01:53:11,2025-11-06T01:53:11.254306
Новосибирск,-9,-16,73,772,5.0,небольшой снег,9000,,75,-9,-9,06.11.2025 08:32:28,2025-11-06T08:32:28.062731
Новосибирск,-8,-15,73,770,5.0,небольшой снег,10000,,100,-8,-8,06.11.2025 11:21:00,2025-11-06T11:21:00.128198
Москва,6,3,70,767,4.4,пасмурно,10000,,100,6,6,06.11.2025 03:17:37,2025-11-06T03:17:37.664618
Москва,9,6,70,764,5.25,пасмурно,10000,,100,8,9,06.11.2025 14:24:54,2025-11-06T14:24:54.842116
Сочи,15,15,84,764,1.97,облачно с прояснениями,10000,,82,15,15,06.11.2025 14:24:54,2025-11-06T14:24:54.842116
Москва,7,4,67,766,4.68,пасмурно,10000,,100,6,7,06.11.2025 06:36:04,2025-11-06T06:36:04.182904
Новосибирск,-7,-14,86,769,5.0,небольшой снег,5000,,100,-7,-7,06.11.2025 17:22:51,2025-11-06T17:22:51.321587
Сочи,11,10,79,764,1.54,пасмурно,10000,,100,11,11,06.11.2025 18:35:32,2025-11-06T18:35:32.458408
Казань,7,4,80,764,6.76,небольшой дождь,10000,,100,7,7,06.11.2025 08:32:28,2025-11-06T08:32:28.062731
Москва,9,6,70,764,5.33,пасмурно,10000,,100,8,9,06.11.2025 15:27:11,2025-11-06T15:27:11.204392
Сочи,10,9,67,767,1.91,облачно с прояснениями,10000,,70,10,10,06.11.2025 05:24:35,2025-11-06T05:24:35.958160
Сочи,9,8,76,767,1.9,пасмурно,10000,,99,9,9,06.11.2025 01:53:11,2025-11-06T01:53:11.254306
Москва,9,6,71,765,4.83,пасмурно,10000,,100,7,9,06.11.2025 08:32:28,2025-11-06T08:32:28.062731
Санкт-Петербург,11,10,93,757,4.0,пасмурно,10000,,100,10,11,06.11.2025 10:27:49,2025-11-06T10:27:49.564402
Сочи,18,17,57,765,1.01,переменная облачность,10000,,31,18,18,06.11.2025 09:27:09,2025-11-06T09:27:09.558196
Сочи,18,17,57,765,1.01,переменная облачность,10000,,31,18,18,06.11.2025 08:32:28,2025-11-06T08:32:28.062731
Санкт-Петербург,11,10,92,759,4.0,пасмурно,10000,,100,11,11,06.11.2025 09:27:09,2025-11-06T09:27:09.558196
Казань,8,5,84,764,6.68,небольшой дождь,10000,,100,8,8,06.11.2025 11:21:00,2025-11-06T11:21:00.128198
Москва,9,6,68,764,5.46,пасмурно,10000,,100,8,9,06.11.2025 11:21:00,2025-11-06T11:21:00.128198
Санкт-Петербург,10,10,93,759,4.0,небольшая морось,9000,,100,10,10,06.11.2025 07:22:55,2025-11-06T07:22:55.501120
Санкт-Петербург,10,9,92,758,3.0,пасмурно,10000,,100,10,10,06.11.2025 05:24:35,2025-11-06T05:24:35.958160
Москва,9,6,70,765,4.9,пасмурно,10000,,100,8,9,06.11.2025 09:27:09,2025-11-06T09:27:09.558196
Санкт-Петербург,11,10,89,759,4.0,пасмурно,10000,,100,10,11,06.11.2025 03:17:37,2025-11-06T03:17:37.664618
Новосибирск,-8,-15,79,770,5.0,небольшой снег,10000,,100,-8,-8,06.11.2025 14:24:54,2025-11-06T14:24:54.842116
Санкт-Петербург,11,10,94,758,4.0,пасмурно,9000,,100,10,11,06.11.2025 16:32:14,2025-11-06T16:32:14.251814
Москва,9,6,69,764,5.06,небольшой дождь,10000,,100,8,9,06.11.2025 12:50:26,2025-11-06T12:50:26.993695
Новосибирск,-10,-17,73,774,6.0,ясно,10000,,0,-10,-10,06.11.2025 01:53:11,2025-11-06T01:53:11.254306
Санкт-Петербург,10,10,95,758,3.0,небольшая морось,4800,,100,10,10,06.11.2025 15:27:11,2025-11-06T15:27:11.204392
Казань,8,5,83,763,6.58,небольшой дождь,10000,,100,8,8,06.11.2025 09:27:09,2025-11-06T09:27:09.558196
Новосибирск,-11,-18,73,773,6.0,небольшая облачность,10000,,20,-11,-11,06.11.2025 05:24:35,2025-11-06T05:24:35.958160
Казань,8,5,84,762,6.19,пасмурно,10000,,100,8,8,06.11.2025 17:22:51,2025-11-06T17:22:51.321587
Санкт-Петербург,10,9,91,759,4.0,пасмурно,10000,,100,10,10,06.11.2025 04:30:38,2025-11-06T04:30:38.302321
Санкт-Петербург,10,10,95,758,3.0,пасмурно,7000,,100,10,10,06.11.2025 13:34:45,2025-11-06T13:34:45.159593
Новосибирск,-11,-18,79,774,5.0,ясно,10000,,0,-11,-11,06.11.2025 03:17:37,2025-11-06T03:17:37.664618
Сочи,9,8,71,766,1.9,пасмурно,10000,,100,9,9,06.11.2025 03:17:37,2025-11-06T03:17:37.664618
Новосибирск,-9,-16,73,771,6.0,небольшой снег,10000,,75,-9,-9,06.11.2025 10:27:49,2025-11-06T10:27:49.564402
Казань,6,2,85,765,6.6,пасмурно,10000,,100,6,6,06.11.2025 03:17:37,2025-11-06T03:17:37.664618
Казань,8,5,76,764,6.93,пасмурно,10000,,100,8,8,06.11.2025 10:27:49,2025-11-06T10:27:49.564402
Сочи,11,10,78,764,1.58,пасмурно,10000,,93,11,11,06.11.2025 16:32:14,2025-11-06T16:32:14.251814
Санкт-Петербург,11,10,93,758,3.0,облачно с прояснениями,10000,,75,10,11,06.11.2025 17:22:51,2025-11-06T17:22:51.321587
Москва,9,6,73,764,4.98,небольшой дождь,10000,,100,8,9,06.11.2025 17:22:51,2025-11-06T17:22:51.321587
Москва,9,7,70,765,4.78,пасмурно,10000,,100,8,9,06.11.2025 10:27:49,2025-11-06T10:27:49.564402
Санкт-Петербург,10,10,95,758,3.0,туман,2900,,100,10,10,06.11.2025 14:24:54,2025-11-06T14:24:54.842116
Москва,9,6,70,764,5.25,пасмурно,10000,,100,8,9,06.11.2025 13:34:45,2025-11-06T13:34:45.159593
Новосибирск,-8,-15,73,770,6.0,небольшой снег,10000,,55,-8,-8,06.11.2025 12:50:26,2025-11-06T12:50:26.993695
Казань,7,4,80,763,6.54,пасмурно,10000,,100,7,7,06.11.2025 12:50:26,2025-11-06T12:50:26.993695
Сочи,16,16,72,764,1.97,облачно с прояснениями,10000,,82,16,16,06.11.2025 13:34:45,2025-11-06T13:34:45.159593
Новосибирск,-8,-15,79,770,5.0,небольшой снег,10000,,100,-8,-8,06.11.2025 13:34:45,2025-11-06T13:34:45.159593
Казань,7,4,79,763,6.49,пасмурно,10000,,100,7,7,06.11.2025 14:24:54,2025-11-06T14:24:54.842116
Сочи,12,11,59,766,0.18,небольшая облачность,10000,,17,12,12,06.11.2025 06:36:04,2025-11-06T06:36:04.182904
Новосибирск,-9,-16,73,771,6.0,небольшой снег,10000,,75,-9,-9,06.11.2025 09:27:09,2025-11-06T09:27:09.558196
Казань,7,4,80,764,6.72,небольшой дождь,10000,,100,7,7,06.11.2025 07:22:55,2025-11-06T07:22:55.501120
Санкт-Петербург,10,10,95,758,3.0,туман,5000,,100,10,10,06.11.2025 12:50:26,2025-11-06T12:50:26.993695
Новосибирск,-11,-18,79,773,5.0,небольшой снег,7000,,20,-11,-11,06.11.2025 04:30:38,2025-11-06T04:30:38.302321
Москва,9,6,70,764,5.47,пасмурно,10000,,100,8,9,06.11.2025 16:32:14,2025-11-06T16:32:14.251814
Казань,6,2,87,766,6.59,пасмурно,10000,,100,6,6,06.11.2025 01:53:11,2025-11-06T01:53:11.254306
Москва,6,3,70,767,4.47,пасмурно,10000,,100,5,6,06.11.2025 01:53:11,2025-11-06T01:53:11.254306
Казань,8,5,87,762,6.25,пасмурно,10000,,100,8,8,06.11.2025 16:32:14,2025-11-06T16:32:14.251814
Казань,7,4,79,765,6.69,пасмурно,10000,,100,7,7,06.11.2025 06:36:04,2025-11-06T06:36:04.182904
Санкт-Петербург,10,10,94,757,3.0,небольшая морось,9000,,100,10,10,06.11.2025 11:21:00,2025-11-06T11:21:00.128198
Москва,9,6,72,763,5.15,небольшой дождь,10000,,100,8,9,06.11.2025 18:35:32,2025-11-06T18:35:32.458408
Новосибирск,-9,-16,73,772,6.0,небольшая облачность,9000,,20,-9,-9,06.11.2025 06:36:04,2025-11-06T06:36:04.182904
Москва,8,5,73,766,4.68,пасмурно,10000,,100,6,8,06.11.2025 07:22:55,2025-11-06T07:22:55.501120
Казань,6,2,81,765,6.63,пасмурно,10000,,100,6,6,06.11.2025 05:24:35,2025-11-06T05:24:35.958160
Сочи,18,18,66,765,1.45,небольшая облачность,10000,,14,18,18,06.11.2025 11:21:00,2025-11-06T11:21:00.128198
Казань,6,2,83,765,6.64,пасмурно,10000,,100,6,6,06.11.2025 04:30:38,2025-11-06T04:30:38.302321
Санкт-Петербург,10,10,93,759,4.0,пасмурно,9000,,100,10,10,06.11.2025 06:36:04,2025-11-06T06:36:04.182904
Сочи,11,10,87,764,1.58,пасмурно,10000,,93,11,11,06.11.2025 17:22:51,2025-11-06T17:22:51.321587
Новосибирск,-7,-14,86,767,5.0,небольшой снег,5000,,100,-7,-7,06.11.2025 18:35:32,2025-11-06T18:35:32.458408
