city_name,temperature,feels_like,humidity,pressure,wind_speed,weather_description,visibility,pop,clouds,temp_min,temp_max,collection_time,timestamp
Москва,3,3,54,773,1.18,небольшая облачность,10000,,13,1,3,03.12.2025 07:26:03,2025-12-03T07:26:03.772990
Казань,0,-3,85,771,2.94,облачно с прояснениями,10000,,66,0,0,03.12.2025 04:33:15,2025-12-03T04:33:15.104190
Новосибирск,-3,-8,74,769,4.0,пасмурно,10000,,100,-3,-3,03.12.2025 04:33:15,2025-12-03T04:33:15.104190
Москва,3,3,53,773,0.87,небольшая облачность,10000,,14,1,3,03.12.2025 08:35:00,2025-12-03T08:35:00.429401
Новосибирск,-3,-9,80,770,5.0,пасмурно,10000,,100,-3,-3,03.12.2025 03:21:17,2025-12-03T03:21:17.677304
Новосибирск,-2,-7,69,769,4.0,пасмурно,10000,,100,-2,-2,03.12.2025 05:24:32,2025-12-03T05:24:32.178651
Москва,2,2,62,773,0.91,небольшая облачность,10000,,11,0,3,03.12.2025 04:33:15,2025-12-03T04:33:15.104190
Москва,2,2,63,773,0.91,небольшая облачность,10000,,11,0,2,03.12.2025 05:24:32,2025-12-03T05:24:32.178651
Сочи,8,6,80,770,2.59,ясно,10000,,10,8,8,03.12.2025 04:33:15,2025-12-03T04:33:15.104190
Санкт-Петербург,1,-4,90,767,6.0,пасмурно,10000,,100,1,1,03.12.2025 05:24:32,2025-12-03T05:24:32.178651
Москва,2,2,64,773,1.08,ясно,10000,,9,0,3,03.12.2025 01:55:43,2025-12-03T01:55:43.001660
Санкт-Петербург,2,-3,88,768,5.0,облачно с прояснениями,10000,,75,1,2,03.12.2025 06:38:23,2025-12-03T06:38:23.597327
Москва,2,1,56,773,1.39,небольшая облачность,10000,,14,0,3,03.12.2025 06:38:23,2025-12-03T06:38:23.597327
Казань,1,-2,83,771,2.96,облачно с прояснениями,10000,,73,1,1,03.12.2025 07:26:03,2025-12-03T07:26:03.772990
Казань,0,-3,85,771,2.94,облачно с прояснениями,10000,,66,0,0,03.12.2025 05:24:32,2025-12-03T05:24:32.178651
Сочи,8,7,84,769,2.5,небольшая облачность,10000,,11,8,8,03.12.2025 03:21:17,2025-12-03T03:21:17.677304
Санкт-Петербург,2,0,92,767,2.0,пасмурно,10000,,100,2,2,03.12.2025 01:55:43,2025-12-03T01:55:43.001660
Сочи,15,14,62,769,0.74,ясно,10000,,1,15,15,03.12.2025 09:29:48,2025-12-03T09:29:48.624578
Казань,0,-3,83,770,2.92,облачно с прояснениями,10000,,64,0,0,03.12.2025 03:21:17,2025-12-03T03:21:17.677304
Санкт-Петербург,2,-1,87,767,3.0,облачно с прояснениями,10000,,75,1,2,03.12.2025 08:35:00,2025-12-03T08:35:00.429401
Казань,0,-3,82,770,2.98,пасмурно,10000,,86,0,0,03.12.2025 01:55:43,2025-12-03T01:55:43.001660
Казань,1,-2,84,771,3.34,облачно с прояснениями,10000,,81,1,1,03.12.2025 08:35:00,2025-12-03T08:35:00.429401
Санкт-Петербург,2,-1,87,767,3.0,облачно с прояснениями,10000,,75,1,2,03.12.2025 09:29:48,2025-12-03T09:29:48.624578
Новосибирск,-2,-7,74,767,4.0,пасмурно,10000,,100,-2,-2,03.12.2025 07:26:03,2025-12-03T07:26:03.772990
Новосибирск,-2,-7,80,766,4.0,пасмурно,10000,,100,-2,-2,03.12.2025 09:29:48,2025-12-03T09:29:48.624578
Москва,2,2,64,772,1.05,ясно,10000,,10,0,3,03.12.2025 03:21:17,2025-12-03T03:21:17.677304
Санкт-Петербург,2,-1,87,768,3.0,облачно с прояснениями,10000,,75,1,2,03.12.2025 07:26:03,2025-12-03T07:26:03.772990
Сочи,14,13,61,769,0.74,ясно,10000,,1,14,14,03.12.2025 08:35:00,2025-12-03T08:35:00.429401
Санкт-Петербург,1,-3,92,767,4.0,пасмурно,10000,,100,1,1,03.12.2025 04:33:15,2025-12-03T04:33:15.104190
Сочи,8,7,72,770,2.38,небольшая облачность,10000,,12,8,8,03.12.2025 01:55:43,2025-12-03T01:55:43.001660
Казань,1,-2,83,771,3.43,пасмурно,10000,,86,1,1,03.12.2025 09:29:48,2025-12-03T09:29:48.624578
Новосибирск,-2,-7,69,767,4.0,пасмурно,10000,,100,-2,-2,03.12.2025 06:38:23,2025-12-03T06:38:23.597327
Казань,1,-2,83,771,3.13,пасмурно,10000,,90,1,1,03.12.2025 06:38:23,2025-12-03T06:38:23.597327
Москва,3,3,52,773,0.87,небольшая облачность,10000,,14,1,3,03.12.2025 09:29:48,2025-12-03T09:29:48.624578
Новосибирск,-2,-7,74,767,4.0,пасмурно,10000,,100,-2,-2,03.12.2025 08:35:00,2025-12-03T08:35:00.429401
Новосибирск,-3,-8,80,770,4.0,пасмурно,10000,,100,-3,-3,03.12.2025 01:55:43,2025-12-03T01:55:43.001660
Санкт-Петербург,2,0,91,766,2.0,пасмурно,10000,,100,2,2,03.12.2025 03:21:17,2025-12-03T03:21:17.677304
Сочи,7,5,92,770,2.59,ясно,10000,,10,7,7,03.12.2025 05:24:32,2025-12-03T05:24:32.178651
Сочи,12,11,74,770,1.53,ясно,10000,,3,12,12,03.12.2025 07:26:03,2025-12-03T07:26:03.772990
Сочи,10,9,74,770,1.67,ясно,10000,,2,10,10,03.12.2025 06:38:23,2025-12-03T06:38:23.597327
