city_name,temperature,feels_like,humidity,pressure,wind_speed,weather_description,visibility,pop,clouds,temp_min,temp_max,collection_time,timestamp
Санкт-Петербург,1,-2,93,763,3.0,небольшая морось,7000,,100,1,1,22.10.2025 04:27:48,2025-10-22T04:27:48.892237
Сочи,12,11,48,764,1.38,небольшая облачность,10000,,11,12,12,22.10.2025 06:35:48,2025-10-22T06:35:48.982944
Москва,5,3,70,765,1.89,облачно с прояснениями,10000,,63,3,6,22.10.2025 03:14:24,2025-10-22T03:14:24.909087
Новосибирск,0,-3,100,778,2.0,облачно с прояснениями,10000,,75,0,0,22.10.2025 06:35:48,2025-10-22T06:35:48.982944
Сочи,18,17,39,764,0.92,переменная облачность,10000,,27,18,18,22.10.2025 08:33:32,2025-10-22T08:33:32.935801
Санкт-Петербург,1,-2,93,762,3.0,пасмурно,10000,,100,1,1,22.10.2025 05:23:21,2025-10-22T05:23:21.706545
Сочи,16,15,46,764,1.38,небольшая облачность,10000,,11,16,16,22.10.2025 07:22:53,2025-10-22T07:22:53.145580
Москва,5,4,67,765,1.7,переменная облачность,10000,,43,3,6,22.10.2025 05:23:21,2025-10-22T05:23:21.706545
Новосибирск,2,-1,69,778,2.0,переменная облачность,10000,,40,2,2,22.10.2025 09:27:33,2025-10-22T09:27:33.479530
Новосибирск,-1,-1,86,779,1.0,пасмурно,9000,,100,-1,-1,22.10.2025 13:36:09,2025-10-22T13:36:09.790700
Москва,5,3,78,765,2.14,пасмурно,10000,,97,4,5,22.10.2025 06:35:48,2025-10-22T06:35:48.982944
Новосибирск,1,1,75,778,1.0,ясно,10000,,0,1,1,22.10.2025 11:20:32,2025-10-22T11:20:32.863339
Казань,5,2,92,766,4.41,небольшой дождь,10000,,100,5,5,22.10.2025 13:36:09,2025-10-22T13:36:09.790700
Сочи,8,6,70,764,3.64,ясно,10000,,0,8,8,22.10.2025 04:27:48,2025-10-22T04:27:48.892237
Санкт-Петербург,4,2,87,761,3.0,пасмурно,10000,,100,4,4,22.10.2025 10:26:42,2025-10-22T10:26:42.010395
Сочи,8,6,66,764,3.74,ясно,10000,,0,8,8,22.10.2025 03:14:24,2025-10-22T03:14:24.909087
Сочи,19,18,37,764,0.88,переменная облачность,10000,,50,19,19,22.10.2025 09:27:33,2025-10-22T09:27:33.479530
Казань,6,3,92,767,5.26,небольшой дождь,10000,,100,6,6,22.10.2025 05:23:21,2025-10-22T05:23:21.706545
Санкт-Петербург,2,-2,92,762,4.0,пасмурно,10000,,100,2,2,22.10.2025 06:35:48,2025-10-22T06:35:48.982944
Казань,6,4,91,767,3.97,небольшой дождь,10000,,100,6,6,22.10.2025 04:27:48,2025-10-22T04:27:48.892237
Сочи,20,19,45,763,1.61,пасмурно,10000,,100,20,20,22.10.2025 13:36:09,2025-10-22T13:36:09.790700
Новосибирск,-1,-5,100,778,3.0,пасмурно,10000,,100,-1,-1,22.10.2025 05:23:21,2025-10-22T05:23:21.706545
Москва,6,5,72,764,2.26,пасмурно,10000,,100,5,6,22.10.2025 13:36:09,2025-10-22T13:36:09.790700
Новосибирск,-1,-4,86,779,2.0,ясно,10000,,0,-1,-1,22.10.2025 14:26:23,2025-10-22T14:26:23.347652
Москва,6,4,72,764,2.26,пасмурно,10000,,100,5,6,22.10.2025 14:26:23,2025-10-22T14:26:23.347652
Новосибирск,-2,-5,100,778,2.0,плотный туман,150,,100,-2,-2,22.10.2025 03:14:24,2025-10-22T03:14:24.909087
Москва,6,5,65,765,1.85,пасмурно,10000,,98,4,6,22.10.2025 09:27:33,2025-10-22T09:27:33.479530
Казань,6,3,91,767,4.82,небольшой дождь,10000,,100,6,6,22.10.2025 01:52:15,2025-10-22T01:52:15.585413
Санкт-Петербург,6,4,80,759,3.0,пасмурно,10000,,100,6,6,22.10.2025 14:26:23,2025-10-22T14:26:23.347652
