city_name,temperature,feels_like,humidity,pressure,wind_speed,weather_description,visibility,pop,clouds,temp_min,temp_max,collection_time,timestamp
Новосибирск,0,-2,100,768,1.56,небольшой снег,27,,100,0,0,09.10.2025 11:27:57,2025-10-09T11:27:57.793271
Сочи,19,19,85,759,2.26,дождь,10000,,99,19,19,09.10.2025 10:39:58,2025-10-09T10:39:58.249182
Москва,13,12,63,763,3.45,пасмурно,10000,,100,12,13,09.10.2025 10:39:58,2025-10-09T10:39:58.249182
Москва,14,13,70,764,2.94,пасмурно,10000,,100,11,14,09.10.2025 08:57:19,2025-10-09T08:57:19.180862
Санкт-Петербург,14,13,71,760,5.0,ясно,10000,,0,14,14,09.10.2025 10:32:30,2025-10-09T10:32:30.280324
Новосибирск,1,-4,93,767,4.0,небольшой снег с дождём,10000,,100,1,1,09.10.2025 10:06:40,2025-10-09T10:06:40.295103
Москва,14,13,59,763,3.79,пасмурно,10000,,100,13,14,09.10.2025 12:15:21,2025-10-09T12:15:21.376161
Сочи,19,19,86,758,0.8,небольшой дождь,10000,,33,19,19,09.10.2025 03:11:57,2025-10-09T03:11:57.233332
Казань,13,12,48,767,1.69,пасмурно,10000,,100,13,13,09.10.2025 08:24:09,2025-10-09T08:24:09.887981
Москва,10,9,77,764,1.73,пасмурно,10000,,100,9,11,09.10.2025 03:11:57,2025-10-09T03:11:57.233332
Сочи,19,19,91,759,2.3,дождь,8294,,99,19,19,09.10.2025 08:48:41,2025-10-09T08:48:41.486022
Москва,11,10,86,764,1.75,пасмурно,10000,,100,11,11,09.10.2025 04:41:19,2025-10-09T04:41:19.451902
Сочи,19,19,85,759,2.26,дождь,10000,,99,19,19,09.10.2025 10:42:39,2025-10-09T10:42:39.569641
Сочи,19,20,93,758,7.14,небольшой дождь,10000,,98,19,19,09.10.2025 08:24:09,2025-10-09T08:24:09.887981
Казань,11,9,54,767,1.04,пасмурно,10000,,100,11,11,09.10.2025 04:41:19,2025-10-09T04:41:19.451902
Казань,15,14,51,767,1.14,пасмурно,10000,,100,15,15,09.10.2025 10:32:30,2025-10-09T10:32:30.280324
Санкт-Петербург,14,14,67,760,6.0,переменная облачность,10000,,40,14,15,09.10.2025 12:30:18,2025-10-09T12:30:18.129010
Новосибирск,-1,-1,99,769,0.89,пасмурно,2407,,100,-1,-1,09.10.2025 13:42:52,2025-10-09T13:42:52.092344
Сочи,18,18,90,759,5.19,небольшой дождь,10000,,97,18,18,09.10.2025 06:53:16,2025-10-09T06:53:16.451177
Санкт-Петербург,7,5,87,760,4.0,ясно,10000,,0,5,7,09.10.2025 03:11:57,2025-10-09T03:11:57.233332
Санкт-Петербург,9,6,85,761,3.87,небольшая облачность,10000,,20,9,9,09.10.2025 05:37:38,2025-10-09T05:37:38.080525
Новосибирск,1,-4,93,767,4.0,небольшой снег,10000,,100,1,1,09.10.2025 08:48:41,2025-10-09T08:48:41.486022
