city_name,temperature,feels_like,humidity,pressure,wind_speed,weather_description,visibility,pop,clouds,temp_min,temp_max,collection_time,timestamp
Новосибирск,-2,-9,59,776,7.0,ясно,10000,,0,-2,-2,16.11.2025 08:29:16,2025-11-16T08:29:16.039066
Москва,0,-4,62,764,3.9,переменная облачность,10000,,47,-2,1,16.11.2025 11:18:00,2025-11-16T11:18:00.238518
Сочи,11,10,86,764,3.11,небольшая облачность,10000,,18,11,11,16.11.2025 04:29:34,2025-11-16T04:29:34.152157
Новосибирск,-2,-8,59,776,6.0,ясно,10000,,0,-2,-2,16.11.2025 07:21:46,2025-11-16T07:21:46.488042
Новосибирск,-3,-10,63,776,6.0,ясно,10000,,0,-3,-3,16.11.2025 05:23:14,2025-11-16T05:23:14.404413
Сочи,14,14,78,764,2.97,облачно с прояснениями,10000,,69,14,14,16.11.2025 07:21:46,2025-11-16T07:21:46.488042
Казань,-2,-7,51,764,4.77,ясно,10000,,1,-2,-2,16.11.2025 07:21:46,2025-11-16T07:21:46.488042
Сочи,17,17,79,765,3.3,облачно с прояснениями,10000,,58,17,17,16.11.2025 08:29:16,2025-11-16T08:29:16.039066
Санкт-Петербург,2,-4,88,752,9.0,ясно,10000,,0,2,2,16.11.2025 05:23:14,2025-11-16T05:23:14.404413
Санкт-Петербург,2,-3,87,750,5.0,облачно с прояснениями,10000,,75,2,2,16.11.2025 10:23:00,2025-11-16T10:23:00.221026
Москва,-4,-9,63,764,3.17,переменная облачность,10000,,37,-6,-4,16.11.2025 03:23:33,2025-11-16T03:23:33.506730
Сочи,11,10,84,764,2.81,ясно,10000,,9,11,11,16.11.2025 03:23:33,2025-11-16T03:23:33.506730
Москва,-4,-9,58,764,3.4,облачно с прояснениями,10000,,62,-6,-4,16.11.2025 05:23:14,2025-11-16T05:23:14.404413
Казань,-2,-7,67,763,5.46,переменная облачность,10000,,37,-2,-2,16.11.2025 05:23:14,2025-11-16T05:23:14.404413
Казань,0,-4,43,765,4.75,ясно,10000,,0,0,0,16.11.2025 09:22:35,2025-11-16T09:22:35.561173
Новосибирск,-3,-9,63,777,5.0,ясно,10000,,0,-3,-3,16.11.2025 01:58:36,2025-11-16T01:58:36.448634
Сочи,10,9,83,764,2.87,ясно,10000,,8,10,10,16.11.2025 01:58:36,2025-11-16T01:58:36.448634
Казань,0,-5,67,759,6.37,облачно с прояснениями,10000,,82,0,0,16.11.2025 01:58:36,2025-11-16T01:58:36.448634
Казань,0,-4,41,766,4.47,небольшая облачность,10000,,14,0,0,16.11.2025 10:23:00,2025-11-16T10:23:00.221026
Сочи,17,17,78,764,4.34,переменная облачность,10000,,45,17,17,16.11.2025 10:23:00,2025-11-16T10:23:00.221026
Новосибирск,-3,-10,63,777,6.0,ясно,10000,,0,-3,-3,16.11.2025 03:23:33,2025-11-16T03:23:33.506730
Москва,-4,-8,62,764,3.07,ясно,10000,,6,-6,-4,16.11.2025 01:58:36,2025-11-16T01:58:36.448634
Санкт-Петербург,2,-4,86,750,9.0,облачно с прояснениями,10000,,75,2,2,16.11.2025 11:18:00,2025-11-16T11:18:00.238518
Санкт-Петербург,2,-3,87,753,5.0,ясно,10000,,0,1,2,16.11.2025 01:58:36,2025-11-16T01:58:36.448634
Казань,-2,-7,69,761,5.83,переменная облачность,10000,,45,-2,-2,16.11.2025 04:29:34,2025-11-16T04:29:34.152157
Санкт-Петербург,2,-4,88,751,9.0,небольшая облачность,10000,,20,1,2,16.11.2025 07:21:46,2025-11-16T07:21:46.488042
Санкт-Петербург,2,-4,87,751,8.0,переменная облачность,10000,,40,1,2,16.11.2025 08:29:16,2025-11-16T08:29:16.039066
Москва,-3,-8,86,765,4.09,пасмурно,10000,,93,-5,-3,16.11.2025 07:21:46,2025-11-16T07:21:46.488042
Сочи,12,11,80,765,2.97,облачно с прояснениями,10000,,69,12,12,16.11.2025 06:33:51,2025-11-16T06:33:51.672907
Новосибирск,-2,-9,59,776,7.0,ясно,10000,,0,-2,-2,16.11.2025 06:33:51,2025-11-16T06:33:51.672907
Сочи,18,18,78,764,3.44,переменная облачность,10000,,50,18,18,16.11.2025 09:22:35,2025-11-16T09:22:35.561173
Москва,-2,-7,61,765,4.28,облачно с прояснениями,10000,,62,-2,-2,16.11.2025 09:22:35,2025-11-16T09:22:35.561173
Санкт-Петербург,2,-3,87,752,5.0,ясно,10000,,0,1,2,16.11.2025 03:23:33,2025-11-16T03:23:33.506730
Москва,1,-3,50,764,4.24,облачно с прояснениями,10000,,52,-2,1,16.11.2025 10:23:00,2025-11-16T10:23:00.221026
Москва,-4,-9,72,765,3.79,облачно с прояснениями,10000,,69,-5,-4,16.11.2025 06:33:51,2025-11-16T06:33:51.672907
Санкт-Петербург,2,-4,88,752,9.0,переменная облачность,10000,,40,2,2,16.11.2025 06:33:51,2025-11-16T06:33:51.672907
Новосибирск,-2,-7,59,775,4.0,ясно,10000,,0,-2,-2,16.11.2025 10:23:00,2025-11-16T10:23:00.221026
Сочи,16,16,81,764,4.19,переменная облачность,10000,,47,16,16,16.11.2025 11:18:00,2025-11-16T11:18:00.238518
Казань,-2,-7,53,764,4.77,ясно,10000,,1,-2,-2,16.11.2025 06:33:51,2025-11-16T06:33:51.672907
Новосибирск,-1,-6,59,775,4.0,ясно,10000,,0,-1,-1,16.11.2025 09:22:35,2025-11-16T09:22:35.561173
Казань,-1,-6,68,761,6.08,облачно с прояснениями,10000,,57,-1,-1,16.11.2025 03:23:33,2025-11-16T03:23:33.506730
Казань,0,-4,42,766,4.0,переменная облачность,10000,,31,0,0,16.11.2025 11:18:00,2025-11-16T11:18:00.238518
Москва,-2,-7,65,765,4.1,пасмурно,10000,,86,-4,-2,16.11.2025 08:29:16,2025-11-16T08:29:16.039066
Санкт-Петербург,2,-4,88,751,9.0,облачно с прояснениями,10000,,75,1,2,16.11.2025 09:22:35,2025-11-16T09:22:35.561173
Санкт-Петербург,1,-3,88,752,5.0,ясно,10000,,0,1,1,16.11.2025 04:29:34,2025-11-16T04:29:34.152157
Сочи,10,9,85,764,3.35,переменная облачность,10000,,34,10,10,16.11.2025 05:23:14,2025-11-16T05:23:14.404413
Казань,-1,-5,47,764,4.33,ясно,10000,,1,-1,-1,16.11.2025 08:29:16,2025-11-16T08:29:16.039066
Новосибирск,-3,-10,59,777,7.0,ясно,10000,,0,-3,-3,16.11.2025 04:29:34,2025-11-16T04:29:34.152157
Москва,-4,-9,63,764,3.16,облачно с прояснениями,10000,,53,-6,-4,16.11.2025 04:29:34,2025-11-16T04:29:34.152157
Новосибирск,-2,-8,59,775,5.0,ясно,10000,,0,-2,-2,16.11.2025 11:18:00,2025-11-16T11:18:00.238518
