city_name,temperature,feels_like,humidity,pressure,wind_speed,weather_description,visibility,pop,clouds,temp_min,temp_max,collection_time,timestamp
Москва,13,12,73,767,1.49,пасмурно,10000,,100,11,13,08.10.2025 17:37:48,2025-10-08T17:37:48.446658
Казань,2,2,79,770,1.31,ясно,10000,,2,2,2,08.10.2025 03:08:47,2025-10-08T03:08:47.123398
Казань,7,7,58,768,0.71,пасмурно,10000,,99,7,7,08.10.2025 23:28:42,2025-10-08T23:28:42.688656
Москва,15,14,68,767,1.8,пасмурно,10000,,100,14,15,08.10.2025 13:42:46,2025-10-08T13:42:46.209819
Москва,11,10,76,767,0.98,пасмурно,10000,,100,9,12,08.10.2025 20:35:47,2025-10-08T20:35:47.230989
Санкт-Петербург,10,9,76,764,3.0,небольшая облачность,10000,,20,10,10,08.10.2025 16:51:59,2025-10-08T16:51:59.075579
Москва,13,12,81,768,1.99,пасмурно,10000,,100,11,13,08.10.2025 06:52:14,2025-10-08T06:52:14.267670
Москва,12,11,82,768,1.36,пасмурно,10000,,100,10,13,08.10.2025 04:40:15,2025-10-08T04:40:15.981329
Новосибирск,1,-3,69,773,3.37,пасмурно,10000,,99,1,1,08.10.2025 08:49:06,2025-10-08T08:49:06.234416
Казань,15,14,45,769,1.99,ясно,10000,,9,15,15,08.10.2025 08:49:06,2025-10-08T08:49:06.234416
Казань,15,14,44,769,1.9,переменная облачность,10000,,26,15,15,08.10.2025 09:38:00,2025-10-08T09:38:00.882751
Казань,15,14,52,769,2.01,пасмурно,10000,,100,15,15,08.10.2025 13:42:46,2025-10-08T13:42:46.209819
Казань,2,1,68,770,1.62,ясно,10000,,1,2,2,08.10.2025 04:40:15,2025-10-08T04:40:15.981329
Сочи,24,24,56,755,1.9,ясно,10000,,0,24,24,08.10.2025 07:30:48,2025-10-08T07:30:48.350009
Сочи,20,20,71,755,2.58,пасмурно,10000,,100,20,20,08.10.2025 20:35:47,2025-10-08T20:35:47.230989
Москва,13,12,73,767,1.39,пасмурно,10000,,100,11,14,08.10.2025 16:51:59,2025-10-08T16:51:59.075579
Москва,11,10,76,766,1.0,пасмурно,10000,,100,9,11,08.10.2025 22:35:47,2025-10-08T22:35:47.841167
Новосибирск,-1,-5,93,770,3.0,небольшой снег,2100,,100,-1,-1,08.10.2025 17:37:48,2025-10-08T17:37:48.446658
Сочи,20,20,72,755,3.09,пасмурно,10000,,100,20,20,08.10.2025 18:57:15,2025-10-08T18:57:15.127724
Новосибирск,0,-5,82,770,3.74,пасмурно,10000,,100,0,0,08.10.2025 18:57:15,2025-10-08T18:57:15.127724
Сочи,20,20,77,757,2.67,облачно с прояснениями,10000,,71,20,20,08.10.2025 22:35:47,2025-10-08T22:35:47.841167
Новосибирск,-1,-7,93,770,6.0,небольшой снег,2500,,100,-1,-1,08.10.2025 20:35:47,2025-10-08T20:35:47.230989
Москва,14,14,70,767,1.49,пасмурно,10000,,100,12,14,08.10.2025 09:38:00,2025-10-08T09:38:00.882751
Санкт-Петербург,8,8,90,764,0.0,плотный туман,4300,,90,5,8,08.10.2025 03:08:47,2025-10-08T03:08:47.123398
Москва,12,11,83,767,1.3,пасмурно,10000,,100,11,12,08.10.2025 03:08:47,2025-10-08T03:08:47.123398
Новосибирск,0,-4,64,772,3.0,пасмурно,10000,,100,0,0,08.10.2025 11:27:24,2025-10-08T11:27:24.821800
Сочи,23,23,67,755,3.45,ясно,10000,,0,23,23,08.10.2025 14:48:51,2025-10-08T14:48:51.150470
Новосибирск,-1,-7,93,770,6.0,небольшой снег,7000,,100,-1,-1,08.10.2025 21:29:07,2025-10-08T21:29:07.564610
Сочи,19,19,77,757,2.67,облачно с прояснениями,10000,,71,19,19,08.10.2025 23:28:42,2025-10-08T23:28:42.688656
Новосибирск,-1,-8,100,769,7.0,сильный снег,700,,100,-1,-1,08.10.2025 23:28:42,2025-10-08T23:28:42.688656
