city_name,temperature,feels_like,humidity,pressure,wind_speed,weather_description,visibility,pop,clouds,temp_min,temp_max,collection_time,timestamp
Москва,5,3,80,770,2.53,пасмурно,10000,,100,3,5,02.11.2025 17:18:43,2025-11-02T17:18:43.164160
Москва,5,5,64,768,1.34,пасмурно,10000,,99,4,5,02.11.2025 01:56:41,2025-11-02T01:56:41.001841
Новосибирск,4,-2,70,763,9.0,пасмурно,10000,,100,4,4,02.11.2025 06:33:18,2025-11-02T06:33:18.922012
Новосибирск,3,-2,70,764,6.0,пасмурно,10000,,100,3,3,02.11.2025 12:41:49,2025-11-02T12:41:49.478555
Новосибирск,2,-4,80,764,8.0,облачно с прояснениями,10000,,75,2,2,02.11.2025 03:20:06,2025-11-02T03:20:06.715191
Сочи,9,8,88,769,2.47,переменная облачность,10000,,26,9,9,02.11.2025 03:20:06,2025-11-02T03:20:06.715191
Новосибирск,0,-5,86,765,4.0,небольшая облачность,10000,,20,0,0,02.11.2025 17:18:43,2025-11-02T17:18:43.164160
Новосибирск,-1,-5,93,764,3.0,ясно,10000,,0,-1,-1,02.11.2025 20:22:55,2025-11-02T20:22:55.394693
Москва,4,2,78,770,2.92,пасмурно,10000,,100,4,5,02.11.2025 18:29:08,2025-11-02T18:29:08.803638
Москва,4,2,71,770,3.43,пасмурно,10000,,100,4,5,02.11.2025 21:19:00,2025-11-02T21:19:00.357521
Сочи,10,9,77,770,2.05,ясно,10000,,2,10,10,02.11.2025 17:18:43,2025-11-02T17:18:43.164160
Новосибирск,5,-1,56,764,9.0,пасмурно,10000,,100,5,5,02.11.2025 09:20:32,2025-11-02T09:20:32.253017
Санкт-Петербург,6,4,93,764,2.0,пасмурно,9000,,100,4,6,02.11.2025 01:56:41,2025-11-02T01:56:41.001841
Казань,3,1,70,767,3.0,облачно с прояснениями,10000,,70,3,3,02.11.2025 08:26:15,2025-11-02T08:26:15.651423
Казань,1,-1,68,771,2.09,пасмурно,10000,,100,1,1,02.11.2025 21:19:00,2025-11-02T21:19:00.357521
Санкт-Петербург,5,2,95,762,4.0,пасмурно,10000,,100,5,5,02.11.2025 09:20:32,2025-11-02T09:20:32.253017
Казань,2,0,76,767,2.77,пасмурно,10000,,93,2,2,02.11.2025 06:33:18,2025-11-02T06:33:18.922012
Казань,1,-2,65,770,2.9,пасмурно,10000,,100,1,1,02.11.2025 16:26:27,2025-11-02T16:26:27.022897
Москва,5,3,61,770,2.65,пасмурно,10000,,100,5,6,02.11.2025 15:20:43,2025-11-02T15:20:43.005869
Сочи,13,12,67,770,0.53,ясно,10000,,0,13,13,02.11.2025 06:33:18,2025-11-02T06:33:18.922012
Казань,3,0,65,767,3.5,облачно с прояснениями,10000,,60,3,3,02.11.2025 10:21:51,2025-11-02T10:21:51.675431
Казань,2,0,82,767,2.48,пасмурно,10000,,97,2,2,02.11.2025 05:22:20,2025-11-02T05:22:20.444402
Казань,1,-1,68,770,2.29,пасмурно,10000,,100,1,1,02.11.2025 18:29:08,2025-11-02T18:29:08.803638
Санкт-Петербург,8,7,90,758,2.0,облачно с прояснениями,10000,,75,8,8,02.11.2025 21:19:00,2025-11-02T21:19:00.357521
Сочи,12,11,75,769,1.81,ясно,10000,,2,12,12,02.11.2025 15:20:43,2025-11-02T15:20:43.005869
Москва,6,5,76,770,2.09,переменная облачность,10000,,46,5,6,02.11.2025 08:26:15,2025-11-02T08:26:15.651423
Новосибирск,1,-3,86,765,3.0,облачно с прояснениями,10000,,75,1,1,02.11.2025 14:19:25,2025-11-02T14:19:25.545443
Санкт-Петербург,8,6,91,759,3.0,облачно с прояснениями,10000,,75,8,8,02.11.2025 15:20:43,2025-11-02T15:20:43.005869
Санкт-Петербург,8,6,90,758,3.0,облачно с прояснениями,10000,,75,8,8,02.11.2025 18:29:08,2025-11-02T18:29:08.803638
Казань,1,-2,84,767,2.58,пасмурно,10000,,99,1,1,02.11.2025 03:20:06,2025-11-02T03:20:06.715191
Москва,5,3,69,770,2.54,пасмурно,10000,,100,5,5,02.11.2025 16:26:27,2025-11-02T16:26:27.022897
Сочи,10,9,79,770,3.09,ясно,10000,,3,10,10,02.11.2025 19:16:32,2025-11-02T19:16:32.293836
Казань,2,0,71,767,2.74,облачно с прояснениями,10000,,76,2,2,02.11.2025 07:20:49,2025-11-02T07:20:49.218251
Казань,2,0,85,767,2.5,пасмурно,10000,,95,2,2,02.11.2025 04:27:10,2025-11-02T04:27:10.671232
Санкт-Петербург,8,6,90,758,3.0,облачно с прояснениями,10000,,75,8,8,02.11.2025 16:26:27,2025-11-02T16:26:27.022897
Сочи,16,15,65,769,1.71,ясно,10000,,0,16,16,02.11.2025 13:25:35,2025-11-02T13:25:35.572501
Москва,5,3,55,770,2.62,пасмурно,10000,,100,5,7,02.11.2025 14:19:25,2025-11-02T14:19:25.545443
Новосибирск,1,-4,80,765,4.0,облачно с прояснениями,10000,,75,1,1,02.11.2025 16:26:27,2025-11-02T16:26:27.022897
Казань,1,-2,62,769,3.3,пасмурно,10000,,100,1,1,02.11.2025 15:20:43,2025-11-02T15:20:43.005869
Новосибирск,4,-1,60,764,7.0,пасмурно,10000,,100,4,4,02.11.2025 10:21:51,2025-11-02T10:21:51.675431
Москва,9,7,69,769,2.55,облачно с прояснениями,10000,,59,6,9,02.11.2025 10:21:51,2025-11-02T10:21:51.675431
Казань,1,-2,61,769,3.64,пасмурно,10000,,100,1,1,02.11.2025 14:19:25,2025-11-02T14:19:25.545443
Новосибирск,-2,-7,100,764,4.0,ясно,10000,,0,-2,-2,02.11.2025 21:19:00,2025-11-02T21:19:00.357521
Сочи,16,15,60,769,1.67,ясно,10000,,0,16,16,02.11.2025 09:20:32,2025-11-02T09:20:32.253017
Новосибирск,3,-3,75,764,8.0,пасмурно,10000,,100,3,3,02.11.2025 07:20:49,2025-11-02T07:20:49.218251
Сочи,9,8,88,769,2.55,небольшая облачность,10000,,22,9,9,02.11.2025 04:27:10,2025-11-02T04:27:10.671232
Санкт-Петербург,7,5,91,761,4.0,облачно с прояснениями,10000,,75,7,8,02.11.2025 12:41:49,2025-11-02T12:41:49.478555
Новосибирск,4,-2,65,764,10.0,пасмурно,10000,,100,4,4,02.11.2025 08:26:15,2025-11-02T08:26:15.651423
Москва,6,6,62,768,1.0,пасмурно,10000,,98,4,6,02.11.2025 03:20:06,2025-11-02T03:20:06.715191
Сочи,10,9,82,770,2.39,переменная облачность,10000,,40,10,10,02.11.2025 01:56:41,2025-11-02T01:56:41.001841
Сочи,16,15,60,770,0.97,ясно,10000,,0,16,16,02.11.2025 08:26:15,2025-11-02T08:26:15.651423
Новосибирск,-1,-6,93,764,4.0,ясно,10000,,0,-1,-1,02.11.2025 19:16:32,2025-11-02T19:16:32.293836
Санкт-Петербург,4,4,93,763,1.0,плотный туман,300,,100,3,4,02.11.2025 03:20:06,2025-11-02T03:20:06.715191
Санкт-Петербург,4,2,95,762,3.0,туман,2700,,100,4,4,02.11.2025 08:26:15,2025-11-02T08:26:15.651423
Москва,6,5,80,770,1.9,облачно с прояснениями,10000,,62,5,6,02.11.2025 07:20:49,2025-11-02T07:20:49.218251
Сочи,16,15,63,769,1.91,ясно,10000,,0,16,16,02.11.2025 10:21:51,2025-11-02T10:21:51.675431
Новосибирск,2,-4,80,763,8.0,пасмурно,10000,,100,2,2,02.11.2025 01:56:41,2025-11-02T01:56:41.001841
Санкт-Петербург,3,1,95,763,2.0,туман,6000,,75,2,3,02.11.2025 05:22:20,2025-11-02T05:22:20.444402
Москва,5,2,71,770,3.13,пасмурно,10000,,99,4,5,02.11.2025 19:16:32,2025-11-02T19:16:32.293836
Сочи,15,14,61,769,1.41,ясно,10000,,3,15,15,02.11.2025 14:19:25,2025-11-02T14:19:25.545443
Казань,1,-2,61,768,3.61,пасмурно,10000,,100,1,1,02.11.2025 13:25:35,2025-11-02T13:25:35.572501
Казань,2,-1,62,767,3.83,облачно с прояснениями,10000,,64,2,2,02.11.2025 11:17:18,2025-11-02T11:17:18.495420
Сочи,9,8,80,770,2.38,ясно,10000,,2,9,9,02.11.2025 18:29:08,2025-11-02T18:29:08.803638
Москва,7,6,72,770,2.34,переменная облачность,10000,,44,6,7,02.11.2025 09:20:32,2025-11-02T09:20:32.253017
Сочи,11,10,78,770,1.83,ясно,10000,,3,11,11,02.11.2025 16:26:27,2025-11-02T16:26:27.022897
Санкт-Петербург,6,3,94,761,3.0,пасмурно,10000,,100,6,6,02.11.2025 10:21:51,2025-11-02T10:21:51.675431
Казань,1,-1,67,770,2.52,пасмурно,10000,,100,1,1,02.11.2025 17:18:43,2025-11-02T17:18:43.164160
Москва,6,6,74,769,1.32,пасмурно,10000,,88,4,6,02.11.2025 04:27:10,2025-11-02T04:27:10.671232
Новосибирск,2,-3,80,764,5.0,небольшой дождь,10000,,100,2,2,02.11.2025 13:25:35,2025-11-02T13:25:35.572501
Санкт-Петербург,7,4,93,761,4.0,пасмурно,10000,,100,6,7,02.11.2025 11:17:18,2025-11-02T11:17:18.495420
Казань,1,-1,68,770,1.97,пасмурно,10000,,100,1,1,02.11.2025 20:22:55,2025-11-02T20:22:55.394693
Казань,2,-1,62,768,3.82,облачно с прояснениями,10000,,70,2,2,02.11.2025 12:41:49,2025-11-02T12:41:49.478555
Санкт-Петербург,4,1,95,762,3.0,переменная облачность,10000,,40,4,4,02.11.2025 07:20:49,2025-11-02T07:20:49.218251
Новосибирск,3,-3,75,764,9.0,облачно с прояснениями,10000,,75,3,3,02.11.2025 05:22:20,2025-11-02T05:22:20.444402
Сочи,16,15,61,770,0.67,ясно,10000,,0,16,16,02.11.2025 07:20:49,2025-11-02T07:20:49.218251
Казань,1,-2,84,766,2.59,пасмурно,10000,,100,1,1,02.11.2025 01:56:41,2025-11-02T01:56:41.001841
Москва,7,5,56,769,2.69,пасмурно,10000,,100,6,7,02.11.2025 13:25:35,2025-11-02T13:25:35.572501
Санкт-Петербург,8,5,90,759,4.0,облачно с прояснениями,10000,,75,8,8,02.11.2025 14:19:25,2025-11-02T14:19:25.545443
Санкт-Петербург,8,7,90,758,2.0,облачно с прояснениями,10000,,75,8,8,02.11.2025 20:22:55,2025-11-02T20:22:55.394693
Санкт-Петербург,7,5,91,761,4.0,облачно с прояснениями,10000,,75,7,7,02.11.2025 13:25:35,2025-11-02T13:25:35.572501
Санкт-Петербург,8,5,90,758,4.0,облачно с прояснениями,10000,,75,8,8,02.11.2025 19:16:32,2025-11-02T19:16:32.293836
Санкт-Петербург,4,2,95,763,2.0,облачно с прояснениями,10000,,75,3,4,02.11.2025 06:33:18,2025-11-02T06:33:18.922012
