city_name,temperature,feels_like,humidity,pressure,wind_speed,weather_description,visibility,pop,clouds,temp_min,temp_max,collection_time,timestamp
Новосибирск,-14,-21,78,772,4.0,небольшой снег,9000,,75,-14,-14,28.11.2025 09:25:54,2025-11-28T09:25:54.845531
Сочи,8,6,66,766,2.86,облачно с прояснениями,10000,,66,8,8,28.11.2025 03:15:02,2025-11-28T03:15:02.491259
Санкт-Петербург,1,-5,90,756,7.0,пасмурно,10000,,100,1,1,28.11.2025 10:27:34,2025-11-28T10:27:34.593069
Санкт-Петербург,0,-6,90,757,7.0,пасмурно,10000,,100,0,0,28.11.2025 07:24:14,2025-11-28T07:24:14.958463
Москва,3,0,73,764,3.98,пасмурно,10000,,100,2,4,28.11.2025 08:33:44,2025-11-28T08:33:44.721088
Казань,0,-4,75,767,4.9,пасмурно,10000,,100,0,0,28.11.2025 01:51:41,2025-11-28T01:51:41.080823
Новосибирск,-13,-20,78,770,4.0,небольшой снег,10000,,75,-13,-13,28.11.2025 01:51:41,2025-11-28T01:51:41.080823
Новосибирск,-14,-19,78,770,2.0,небольшой снег,9000,,100,-14,-14,28.11.2025 04:29:27,2025-11-28T04:29:27.008934
Сочи,8,6,67,767,2.99,облачно с прояснениями,10000,,60,8,8,28.11.2025 05:25:30,2025-11-28T05:25:30.847129
Сочи,7,5,71,766,2.98,облачно с прояснениями,10000,,59,7,7,28.11.2025 04:29:27,2025-11-28T04:29:27.008934
Москва,5,2,68,762,3.76,пасмурно,10000,,100,3,5,28.11.2025 05:25:30,2025-11-28T05:25:30.847129
Казань,2,-2,91,765,5.83,небольшой дождь,10000,,100,2,2,28.11.2025 08:33:44,2025-11-28T08:33:44.721088
Сочи,13,12,62,766,1.59,небольшая облачность,10000,,12,13,13,28.11.2025 06:37:30,2025-11-28T06:37:30.945095
Москва,5,2,62,764,3.32,пасмурно,10000,,100,3,5,28.11.2025 07:24:14,2025-11-28T07:24:14.958463
Казань,0,-5,81,766,5.43,пасмурно,10000,,100,0,0,28.11.2025 04:29:27,2025-11-28T04:29:27.008934
Москва,4,1,58,764,3.98,пасмурно,10000,,100,2,4,28.11.2025 09:25:54,2025-11-28T09:25:54.845531
Новосибирск,-13,-20,78,770,3.0,небольшой снег,10000,,100,-13,-13,28.11.2025 03:15:02,2025-11-28T03:15:02.491259
Санкт-Петербург,-1,-5,89,756,4.0,ясно,10000,,0,-1,-1,28.11.2025 03:15:02,2025-11-28T03:15:02.491259
Сочи,14,13,56,766,1.47,переменная облачность,10000,,30,14,14,28.11.2025 07:24:14,2025-11-28T07:24:14.958463
Казань,0,-5,79,767,5.22,пасмурно,10000,,100,0,0,28.11.2025 03:15:02,2025-11-28T03:15:02.491259
Москва,5,2,64,764,3.69,пасмурно,10000,,100,3,5,28.11.2025 06:37:30,2025-11-28T06:37:30.945095
Санкт-Петербург,0,-4,89,756,4.0,облачно с прояснениями,10000,,75,-1,0,28.11.2025 04:29:27,2025-11-28T04:29:27.008934
Москва,4,1,83,764,3.83,пасмурно,10000,,100,3,4,28.11.2025 10:27:34,2025-11-28T10:27:34.593069
Санкт-Петербург,-2,-6,90,758,3.0,небольшая облачность,10000,,20,-2,-2,28.11.2025 01:51:41,2025-11-28T01:51:41.080823
Санкт-Петербург,0,-5,90,757,5.0,облачно с прояснениями,10000,,75,0,0,28.11.2025 06:37:30,2025-11-28T06:37:30.945095
Казань,3,-1,93,764,5.58,небольшой дождь,10000,,100,3,3,28.11.2025 10:27:34,2025-11-28T10:27:34.593069
Санкт-Петербург,1,-5,90,756,7.0,пасмурно,10000,,100,0,1,28.11.2025 09:25:54,2025-11-28T09:25:54.845531
Казань,2,-2,91,765,5.83,небольшой дождь,10000,,100,2,2,28.11.2025 09:25:54,2025-11-28T09:25:54.845531
Новосибирск,-14,-21,78,771,3.0,переменная облачность,8000,,40,-14,-14,28.11.2025 07:24:14,2025-11-28T07:24:14.958463
Сочи,18,17,47,765,1.14,небольшая облачность,10000,,12,18,18,28.11.2025 10:27:34,2025-11-28T10:27:34.593069
Новосибирск,-14,-19,78,771,2.0,пасмурно,9000,,100,-14,-14,28.11.2025 05:25:30,2025-11-28T05:25:30.847129
Новосибирск,-14,-21,78,771,3.0,переменная облачность,10000,,40,-14,-14,28.11.2025 06:37:30,2025-11-28T06:37:30.945095
Казань,1,-4,88,765,5.82,снег,9279,,100,1,1,28.11.2025 06:37:30,2025-11-28T06:37:30.945095
Москва,6,4,71,762,3.51,небольшой дождь,10000,,100,4,6,28.11.2025 03:15:02,2025-11-28T03:15:02.491259
Казань,1,-4,88,765,5.68,снег,10000,,100,1,1,28.11.2025 07:24:14,2025-11-28T07:24:14.958463
Казань,0,-5,82,766,5.79,пасмурно,10000,,100,0,0,28.11.2025 05:25:30,2025-11-28T05:25:30.847129
Новосибирск,-14,-21,78,772,3.0,небольшой снег,6000,,75,-14,-14,28.11.2025 08:33:44,2025-11-28T08:33:44.721088
Сочи,8,6,62,766,2.95,облачно с прояснениями,10000,,71,8,8,28.11.2025 01:51:41,2025-11-28T01:51:41.080823
Сочи,17,16,47,766,0.91,небольшая облачность,10000,,14,17,17,28.11.2025 08:33:44,2025-11-28T08:33:44.721088
Санкт-Петербург,1,-5,90,757,7.0,облачно с прояснениями,10000,,75,0,1,28.11.2025 08:33:44,2025-11-28T08:33:44.721088
