city_name,temperature,feels_like,humidity,pressure,wind_speed,weather_description,visibility,pop,clouds,temp_min,temp_max,collection_time,timestamp
Москва,4,2,65,762,1.71,пасмурно,10000,,100,3,4,11.11.2025 03:17:06,2025-11-11T03:17:06.134070
Санкт-Петербург,3,1,92,760,2.0,небольшая морось,3700,,100,3,3,11.11.2025 01:53:49,2025-11-11T01:53:49.911343
Сочи,10,9,84,761,2.16,пасмурно,10000,,100,10,10,11.11.2025 04:28:53,2025-11-11T04:28:53.481224
Новосибирск,-9,-16,86,766,5.0,небольшой снег,10000,,75,-9,-9,11.11.2025 04:28:53,2025-11-11T04:28:53.481224
Москва,4,4,61,762,1.2,пасмурно,10000,,100,3,4,11.11.2025 06:36:30,2025-11-11T06:36:30.236509
Санкт-Петербург,3,3,94,761,1.0,пасмурно,10000,,100,3,3,11.11.2025 06:36:30,2025-11-11T06:36:30.236509
Казань,4,2,90,759,2.88,пасмурно,10000,,100,4,4,11.11.2025 01:53:49,2025-11-11T01:53:49.911343
Москва,4,2,65,761,1.81,пасмурно,10000,,100,3,4,11.11.2025 01:53:49,2025-11-11T01:53:49.911343
Казань,4,2,90,760,2.73,пасмурно,10000,,100,4,4,11.11.2025 03:17:06,2025-11-11T03:17:06.134070
Новосибирск,-7,-14,86,762,6.0,небольшой снегопад,9000,,100,-7,-7,11.11.2025 06:36:30,2025-11-11T06:36:30.236509
Санкт-Петербург,3,1,93,759,2.0,плотный туман,650,,100,3,3,11.11.2025 04:28:53,2025-11-11T04:28:53.481224
Москва,4,3,73,762,1.59,пасмурно,10000,,100,3,4,11.11.2025 04:28:53,2025-11-11T04:28:53.481224
Новосибирск,-7,-14,79,765,5.0,пасмурно,10000,,100,-7,-7,11.11.2025 05:24:30,2025-11-11T05:24:30.382876
Москва,4,3,74,762,1.34,пасмурно,10000,,100,3,5,11.11.2025 05:24:30,2025-11-11T05:24:30.382876
Сочи,11,10,79,761,2.91,пасмурно,10000,,100,11,11,11.11.2025 05:24:30,2025-11-11T05:24:30.382876
Казань,5,3,84,761,2.77,пасмурно,10000,,100,5,5,11.11.2025 06:36:30,2025-11-11T06:36:30.236509
Новосибирск,-11,-18,85,767,7.0,небольшой снег,10000,,20,-11,-11,11.11.2025 01:53:49,2025-11-11T01:53:49.911343
Новосибирск,-10,-17,85,767,6.0,небольшой снег,10000,,75,-10,-10,11.11.2025 03:17:06,2025-11-11T03:17:06.134070
Санкт-Петербург,3,0,92,758,3.0,туман,2600,,100,3,3,11.11.2025 03:17:06,2025-11-11T03:17:06.134070
Сочи,10,9,78,761,2.76,пасмурно,10000,,100,10,10,11.11.2025 03:17:06,2025-11-11T03:17:06.134070
Сочи,11,10,69,762,2.32,пасмурно,10000,,100,11,11,11.11.2025 01:53:49,2025-11-11T01:53:49.911343
Санкт-Петербург,3,3,94,758,1.0,туман,9000,,100,3,3,11.11.2025 05:24:30,2025-11-11T05:24:30.382876
Казань,4,2,87,760,2.52,пасмурно,10000,,100,4,4,11.11.2025 05:24:30,2025-11-11T05:24:30.382876
Сочи,13,12,70,761,0.92,пасмурно,10000,,93,13,13,11.11.2025 06:36:30,2025-11-11T06:36:30.236509
Казань,4,2,89,760,2.5,пасмурно,10000,,100,4,4,11.11.2025 04:28:53,2025-11-11T04:28:53.481224
