city_name,temperature,feels_like,humidity,pressure,wind_speed,weather_description,visibility,pop,clouds,temp_min,temp_max,collection_time,timestamp
Санкт-Петербург,7,6,95,760,2.0,небольшой дождь,10000,,100,7,7,08.11.2025 05:22:15,2025-11-08T05:22:15.022683
Сочи,22,22,48,764,0.54,пасмурно,10000,,88,22,22,08.11.2025 08:28:18,2025-11-08T08:28:18.956157
Сочи,20,20,58,764,2.0,пасмурно,10000,,100,20,20,08.11.2025 07:20:36,2025-11-08T07:20:36.564885
Санкт-Петербург,7,6,93,762,2.0,пасмурно,10000,,100,7,7,08.11.2025 06:31:53,2025-11-08T06:31:53.504137
Казань,7,5,87,760,4.01,пасмурно,10000,,100,7,7,08.11.2025 01:45:43,2025-11-08T01:45:43.168487
Сочи,14,13,63,763,1.97,пасмурно,10000,,99,14,14,08.11.2025 04:27:27,2025-11-08T04:27:27.724485
Санкт-Петербург,7,6,93,762,2.0,пасмурно,10000,,100,7,7,08.11.2025 07:20:36,2025-11-08T07:20:36.564885
Новосибирск,0,-7,93,755,8.0,снег,1400,,100,0,0,08.11.2025 08:28:18,2025-11-08T08:28:18.956157
Новосибирск,0,-5,93,758,5.0,снег,1900,,100,0,0,08.11.2025 04:27:27,2025-11-08T04:27:27.724485
Казань,7,4,93,757,5.09,дождь,6915,,100,7,7,08.11.2025 06:31:53,2025-11-08T06:31:53.504137
Москва,10,7,84,762,5.45,пасмурно,10000,,100,8,10,08.11.2025 07:20:36,2025-11-08T07:20:36.564885
Новосибирск,0,-6,93,756,7.0,снег,1200,,100,0,0,08.11.2025 07:20:36,2025-11-08T07:20:36.564885
Казань,7,5,91,759,4.24,пасмурно,10000,,100,7,7,08.11.2025 04:27:27,2025-11-08T04:27:27.724485
Москва,9,6,79,761,5.15,пасмурно,10000,,100,8,9,08.11.2025 04:27:27,2025-11-08T04:27:27.724485
Казань,6,4,91,760,3.85,пасмурно,10000,,100,6,6,08.11.2025 03:05:47,2025-11-08T03:05:47.213988
Сочи,14,13,67,764,3.15,небольшой дождь,10000,,99,14,14,08.11.2025 05:22:15,2025-11-08T05:22:15.022683
Санкт-Петербург,8,6,96,759,3.0,туман,2900,,100,8,8,08.11.2025 03:05:47,2025-11-08T03:05:47.213988
Сочи,15,14,63,763,2.49,небольшой дождь,10000,,100,15,15,08.11.2025 01:45:43,2025-11-08T01:45:43.168487
Санкт-Петербург,7,7,95,760,1.0,небольшой дождь,4000,,100,7,7,08.11.2025 04:27:27,2025-11-08T04:27:27.724485
Сочи,15,14,60,763,4.08,пасмурно,10000,,100,15,15,08.11.2025 03:05:47,2025-11-08T03:05:47.213988
Москва,9,6,78,761,5.37,пасмурно,10000,,100,8,9,08.11.2025 05:22:15,2025-11-08T05:22:15.022683
Казань,8,5,93,757,5.29,небольшой дождь,8953,,100,8,8,08.11.2025 07:20:36,2025-11-08T07:20:36.564885
Казань,8,5,94,756,5.28,дождь,7811,,100,8,8,08.11.2025 08:28:18,2025-11-08T08:28:18.956157
Казань,7,5,90,758,4.25,пасмурно,10000,,100,7,7,08.11.2025 05:22:15,2025-11-08T05:22:15.022683
Санкт-Петербург,7,5,92,761,3.0,пасмурно,10000,,100,7,7,08.11.2025 08:28:18,2025-11-08T08:28:18.956157
Москва,12,11,70,762,5.26,пасмурно,10000,,100,9,12,08.11.2025 08:28:18,2025-11-08T08:28:18.956157
Новосибирск,0,-6,80,760,6.0,небольшой снег,10000,,100,0,0,08.11.2025 01:45:43,2025-11-08T01:45:43.168487
Новосибирск,0,-6,93,758,6.0,снег,2100,,100,0,0,08.11.2025 05:22:15,2025-11-08T05:22:15.022683
Новосибирск,0,-6,86,759,6.0,небольшой снег,10000,,100,0,0,08.11.2025 03:05:47,2025-11-08T03:05:47.213988
Сочи,18,17,58,764,3.14,пасмурно,10000,,100,18,18,08.11.2025 06:31:53,2025-11-08T06:31:53.504137
Москва,9,6,78,761,5.19,пасмурно,10000,,100,8,10,08.11.2025 03:05:47,2025-11-08T03:05:47.213988
Москва,10,7,76,762,5.54,пасмурно,10000,,100,8,10,08.11.2025 06:31:53,2025-11-08T06:31:53.504137
Москва,10,7,81,762,5.11,пасмурно,10000,,100,9,10,08.11.2025 01:45:43,2025-11-08T01:45:43.168487
Новосибирск,0,-6,93,756,6.0,снег,1400,,100,0,0,08.11.2025 06:31:53,2025-11-08T06:31:53.504137
Санкт-Петербург,8,5,96,760,4.0,туман,4700,,100,8,9,08.11.2025 01:45:43,2025-11-08T01:45:43.168487
