city_name,temperature,feels_like,humidity,pressure,wind_speed,weather_description,visibility,pop,clouds,temp_min,temp_max,collection_time,timestamp
Новосибирск,6,3,65,762,3.0,ясно,10000,,0,6,6,26.10.2025 07:19:54,2025-10-26T07:19:54.054612
Санкт-Петербург,10,9,89,743,7.0,пасмурно,10000,,100,10,10,26.10.2025 06:32:14,2025-10-26T06:32:14.452967
Казань,5,3,74,761,3.14,пасмурно,10000,,100,5,5,26.10.2025 14:19:41,2025-10-26T14:19:41.201808
Санкт-Петербург,11,10,89,743,6.0,пасмурно,10000,,100,10,11,26.10.2025 05:21:58,2025-10-26T05:21:58.164057
Казань,4,0,54,761,5.26,ясно,10000,,4,4,4,26.10.2025 10:22:02,2025-10-26T10:22:02.303857
Москва,8,5,70,750,5.62,небольшой дождь,10000,,100,7,8,26.10.2025 05:21:58,2025-10-26T05:21:58.164057
Сочи,14,14,96,759,2.07,небольшой дождь,10000,,100,14,14,26.10.2025 04:26:25,2025-10-26T04:26:25.844650
Новосибирск,7,4,65,763,4.0,ясно,10000,,0,7,7,26.10.2025 09:20:47,2025-10-26T09:20:47.146707
Санкт-Петербург,10,9,89,744,6.0,пасмурно,10000,,100,10,10,26.10.2025 07:19:54,2025-10-26T07:19:54.054612
Сочи,15,15,86,760,2.26,пасмурно,10000,,100,15,15,26.10.2025 08:27:25,2025-10-26T08:27:25.240294
Новосибирск,1,-3,86,761,3.0,ясно,10000,,0,1,1,26.10.2025 03:13:23,2025-10-26T03:13:23.455026
Казань,6,4,76,761,3.75,пасмурно,10000,,100,6,6,26.10.2025 15:21:09,2025-10-26T15:21:09.837702
Санкт-Петербург,9,6,92,743,7.0,облачно с прояснениями,5000,,75,9,9,26.10.2025 09:20:47,2025-10-26T09:20:47.146707
Казань,4,0,55,761,5.25,ясно,10000,,0,4,4,26.10.2025 09:20:47,2025-10-26T09:20:47.146707
Новосибирск,2,2,80,761,1.0,ясно,10000,,0,2,2,26.10.2025 04:26:25,2025-10-26T04:26:25.844650
Казань,3,0,83,762,3.62,ясно,10000,,2,3,3,26.10.2025 05:21:58,2025-10-26T05:21:58.164057
Сочи,17,17,78,761,2.42,ясно,10000,,8,17,17,26.10.2025 12:42:58,2025-10-26T12:42:58.774268
Санкт-Петербург,9,6,91,743,5.0,пасмурно,4800,,100,9,9,26.10.2025 12:42:58,2025-10-26T12:42:58.774268
Москва,8,5,70,752,5.1,небольшой дождь,10000,,100,7,8,26.10.2025 06:32:14,2025-10-26T06:32:14.452967
Москва,8,4,68,752,5.59,пасмурно,10000,,100,7,8,26.10.2025 08:27:25,2025-10-26T08:27:25.240294
Новосибирск,7,5,65,763,2.0,небольшая облачность,10000,,20,7,7,26.10.2025 10:22:02,2025-10-26T10:22:02.303857
Сочи,17,17,73,761,2.42,ясно,10000,,8,17,17,26.10.2025 13:26:47,2025-10-26T13:26:47.696154
Новосибирск,7,3,65,762,5.0,ясно,10000,,0,7,7,26.10.2025 08:27:25,2025-10-26T08:27:25.240294
Москва,7,4,67,753,5.18,небольшой дождь,10000,,100,6,8,26.10.2025 09:20:47,2025-10-26T09:20:47.146707
Санкт-Петербург,9,6,91,741,6.0,пасмурно,10000,,100,9,9,26.10.2025 13:26:47,2025-10-26T13:26:47.696154
Казань,3,0,88,762,3.42,ясно,10000,,6,3,3,26.10.2025 01:54:16,2025-10-26T01:54:16.555684
Санкт-Петербург,9,6,92,742,6.0,небольшая морось,4800,,100,9,9,26.10.2025 11:17:15,2025-10-26T11:17:15.452746
Сочи,14,14,93,758,3.2,дождь,10000,,100,14,14,26.10.2025 03:13:23,2025-10-26T03:13:23.455026
Санкт-Петербург,11,10,90,743,6.0,пасмурно,10000,,100,11,11,26.10.2025 03:13:23,2025-10-26T03:13:23.455026
Москва,8,5,72,749,4.0,небольшой дождь,9086,,100,7,8,26.10.2025 01:54:16,2025-10-26T01:54:16.555684
Сочи,15,15,90,759,2.79,небольшой дождь,10000,,100,15,15,26.10.2025 07:19:54,2025-10-26T07:19:54.054612
Новосибирск,-1,-4,100,766,2.0,переменная облачность,10000,,40,-1,-1,26.10.2025 16:26:57,2025-10-26T16:26:57.888403
Сочи,16,16,78,761,2.29,ясно,10000,,3,16,16,26.10.2025 14:19:41,2025-10-26T14:19:41.201808
Санкт-Петербург,8,5,94,740,4.0,пасмурно,9000,,100,8,8,26.10.2025 15:21:09,2025-10-26T15:21:09.837702
Сочи,14,14,86,760,0.95,пасмурно,10000,,100,14,14,26.10.2025 06:32:14,2025-10-26T06:32:14.452967
Москва,7,4,64,753,4.98,пасмурно,10000,,100,6,8,26.10.2025 10:22:02,2025-10-26T10:22:02.303857
Сочи,16,16,86,761,4.01,небольшой дождь,10000,,100,16,16,26.10.2025 10:22:02,2025-10-26T10:22:02.303857
Казань,4,1,56,761,4.61,небольшая облачность,10000,,20,4,4,26.10.2025 11:17:15,2025-10-26T11:17:15.452746
Сочи,14,14,86,761,1.36,ясно,10000,,8,14,14,26.10.2025 15:21:09,2025-10-26T15:21:09.837702
Казань,4,1,66,761,3.98,пасмурно,10000,,100,4,4,26.10.2025 12:42:58,2025-10-26T12:42:58.774268
Москва,8,5,64,755,4.46,пасмурно,10000,,92,7,8,26.10.2025 14:19:41,2025-10-26T14:19:41.201808
Новосибирск,3,0,75,765,3.0,пасмурно,10000,,100,3,3,26.10.2025 13:26:47,2025-10-26T13:26:47.696154
Санкт-Петербург,10,9,90,743,7.0,облачно с прояснениями,9000,,75,10,10,26.10.2025 08:27:25,2025-10-26T08:27:25.240294
Москва,8,5,74,749,4.72,небольшой дождь,10000,,100,8,9,26.10.2025 03:13:23,2025-10-26T03:13:23.455026
Казань,6,3,81,761,4.08,пасмурно,10000,,100,6,6,26.10.2025 16:26:57,2025-10-26T16:26:57.888403
Новосибирск,6,6,70,764,1.0,ясно,10000,,0,6,6,26.10.2025 11:17:15,2025-10-26T11:17:15.452746
Казань,3,-1,58,761,5.35,ясно,10000,,1,3,3,26.10.2025 08:27:25,2025-10-26T08:27:25.240294
Москва,8,5,64,754,4.88,пасмурно,10000,,99,7,8,26.10.2025 12:42:58,2025-10-26T12:42:58.774268
Казань,3,0,88,762,3.41,ясно,10000,,4,3,3,26.10.2025 03:13:23,2025-10-26T03:13:23.455026
Москва,8,5,64,755,4.29,небольшой дождь,10000,,96,6,8,26.10.2025 16:26:57,2025-10-26T16:26:57.888403
Санкт-Петербург,9,6,92,742,5.0,облачно с прояснениями,10000,,75,9,9,26.10.2025 10:22:02,2025-10-26T10:22:02.303857
Санкт-Петербург,7,5,92,741,4.0,пасмурно,10000,,100,7,7,26.10.2025 16:26:57,2025-10-26T16:26:57.888403
Новосибирск,3,1,75,761,2.0,ясно,10000,,0,3,3,26.10.2025 05:21:58,2025-10-26T05:21:58.164057
Сочи,17,17,81,761,3.58,небольшой дождь,10000,,100,17,17,26.10.2025 11:17:15,2025-10-26T11:17:15.452746
Сочи,16,16,86,760,3.47,пасмурно,10000,,100,16,16,26.10.2025 09:20:47,2025-10-26T09:20:47.146707
