city_name,temperature,feels_like,humidity,pressure,wind_speed,weather_description,visibility,pop,clouds,temp_min,temp_max,collection_time,timestamp
Москва,5,2,76,762,3.8,небольшой дождь,10000.0,,100,4,5,27.11.2025 14:25:00,2025-11-27T14:25:00.704750
Новосибирск,-1,-8,69,760,7.0,пасмурно,10000.0,,100,-1,-1,27.11.2025 13:34:58,2025-11-27T13:34:58.695396
Санкт-Петербург,-3,-7,92,760,3.0,пасмурно,9000.0,,100,-3,-3,27.11.2025 10:27:55,2025-11-27T10:27:55.923101
Казань,2,-1,82,770,3.05,пасмурно,10000.0,,100,2,2,27.11.2025 16:30:35,2025-11-27T16:30:35.437878
Новосибирск,0,-6,100,755,7.0,небольшой снегопад,2900.0,,100,0,0,27.11.2025 08:34:07,2025-11-27T08:34:07.203990
Сочи,8,6,66,767,2.7,ясно,10000.0,,7,8,8,27.11.2025 01:52:06,2025-11-27T01:52:06.122279
Новосибирск,-2,-8,74,760,6.0,пасмурно,10000.0,,100,-2,-2,27.11.2025 14:25:00,2025-11-27T14:25:00.704750
Сочи,14,13,64,766,1.75,ясно,10000.0,,3,14,14,27.11.2025 14:25:00,2025-11-27T14:25:00.704750
Казань,2,0,98,770,2.49,небольшой дождь,,,100,2,2,27.11.2025 08:34:07,2025-11-27T08:34:07.203990
Москва,5,2,76,763,3.68,пасмурно,10000.0,,100,4,5,27.11.2025 09:27:43,2025-11-27T09:27:43.735149
Сочи,10,9,75,766,1.72,ясно,10000.0,,5,10,10,27.11.2025 15:25:43,2025-11-27T15:25:43.185532
Казань,1,-1,99,770,2.25,пасмурно,32.0,,100,1,1,27.11.2025 05:25:33,2025-11-27T05:25:33.121914
Сочи,19,18,46,766,0.75,ясно,10000.0,,0,19,19,27.11.2025 10:27:55,2025-11-27T10:27:55.923101
Казань,3,1,84,770,2.78,пасмурно,10000.0,,100,3,3,27.11.2025 14:25:00,2025-11-27T14:25:00.704750
Москва,5,2,58,762,3.89,пасмурно,10000.0,,100,4,5,27.11.2025 13:34:58,2025-11-27T13:34:58.695396
Новосибирск,-1,-7,100,755,6.0,небольшой снегопад,9000.0,,100,-1,-1,27.11.2025 09:27:43,2025-11-27T09:27:43.735149
Санкт-Петербург,-3,-7,92,762,3.0,пасмурно,9000.0,,100,-4,-3,27.11.2025 07:25:10,2025-11-27T07:25:10.097130
Казань,1,-1,98,770,2.51,небольшой снег,483.0,,100,1,1,27.11.2025 06:37:33,2025-11-27T06:37:33.943207
Сочи,7,5,76,766,2.72,ясно,10000.0,,4,7,7,27.11.2025 03:15:08,2025-11-27T03:15:08.481072
Сочи,19,18,41,767,0.95,ясно,10000.0,,0,19,19,27.11.2025 09:27:43,2025-11-27T09:27:43.735149
Новосибирск,0,-5,100,755,5.0,небольшой снегопад,3600.0,,100,0,0,27.11.2025 06:37:33,2025-11-27T06:37:33.943207
Новосибирск,-1,-8,74,763,7.0,небольшой снег,10000.0,,100,-1,-1,27.11.2025 16:30:35,2025-11-27T16:30:35.437878
Москва,5,2,76,764,3.68,пасмурно,10000.0,,100,4,5,27.11.2025 08:34:07,2025-11-27T08:34:07.203990
Санкт-Петербург,-5,-5,93,761,1.0,плотный туман,3500.0,,100,-5,-5,27.11.2025 05:25:33,2025-11-27T05:25:33.121914
Москва,5,2,62,762,3.84,небольшой дождь,10000.0,,100,4,5,27.11.2025 16:30:35,2025-11-27T16:30:35.437878
Санкт-Петербург,-3,-3,93,758,1.0,облачно с прояснениями,7000.0,,75,-3,-3,27.11.2025 16:30:35,2025-11-27T16:30:35.437878
Москва,5,2,75,763,3.89,пасмурно,10000.0,,100,4,5,27.11.2025 12:51:46,2025-11-27T12:51:46.392398
Сочи,7,5,68,767,2.6,ясно,10000.0,,3,7,7,27.11.2025 04:30:02,2025-11-27T04:30:02.917915
Новосибирск,-2,-9,80,761,7.0,небольшой снег,10000.0,,100,-2,-2,27.11.2025 15:25:43,2025-11-27T15:25:43.185532
Новосибирск,0,-5,86,757,4.0,облачно с прояснениями,10000.0,,75,0,0,27.11.2025 03:15:08,2025-11-27T03:15:08.481072
Санкт-Петербург,-5,-5,86,763,1.0,плотный туман,150.0,,100,-5,-5,27.11.2025 04:30:02,2025-11-27T04:30:02.917915
Сочи,13,12,56,767,1.38,ясно,10000.0,,0,13,13,27.11.2025 06:37:33,2025-11-27T06:37:33.943207
Сочи,16,15,47,767,0.95,ясно,10000.0,,0,16,16,27.11.2025 08:34:07,2025-11-27T08:34:07.203990
Москва,2,0,87,764,2.48,пасмурно,10000.0,,100,2,4,27.11.2025 04:30:02,2025-11-27T04:30:02.917915
Москва,4,2,70,764,2.23,пасмурно,10000.0,,100,4,4,27.11.2025 01:52:06,2025-11-27T01:52:06.122279
Казань,3,1,83,770,2.87,пасмурно,10000.0,,100,3,3,27.11.2025 15:25:43,2025-11-27T15:25:43.185532
Новосибирск,-1,-7,93,756,6.0,небольшой снег,10000.0,,75,-1,-1,27.11.2025 10:27:55,2025-11-27T10:27:55.923101
Москва,5,2,76,763,3.46,пасмурно,10000.0,,100,4,5,27.11.2025 10:27:55,2025-11-27T10:27:55.923101
Казань,1,-1,98,770,2.33,небольшой снег,430.0,,100,1,1,27.11.2025 07:25:10,2025-11-27T07:25:10.097130
Казань,1,-1,99,770,1.88,небольшой снег,,,100,1,1,27.11.2025 03:15:08,2025-11-27T03:15:08.481072
Санкт-Петербург,-7,-7,93,764,0.0,плотный туман,250.0,,100,-7,-7,27.11.2025 01:52:06,2025-11-27T01:52:06.122279
Санкт-Петербург,-3,-3,93,758,0.0,пасмурно,9000.0,,100,-3,-3,27.11.2025 14:25:00,2025-11-27T14:25:00.704750
Сочи,17,16,58,766,1.05,ясно,10000.0,,0,17,17,27.11.2025 12:51:46,2025-11-27T12:51:46.392398
Новосибирск,0,-6,100,755,6.0,небольшой снегопад,2700.0,,100,0,0,27.11.2025 07:25:10,2025-11-27T07:25:10.097130
Санкт-Петербург,-3,-6,93,762,2.0,пасмурно,8000.0,,100,-4,-3,27.11.2025 06:37:33,2025-11-27T06:37:33.943207
Санкт-Петербург,-3,-6,92,761,2.0,пасмурно,9000.0,,100,-3,-3,27.11.2025 09:27:43,2025-11-27T09:27:43.735149
Сочи,8,6,70,767,2.6,ясно,10000.0,,3,8,8,27.11.2025 05:25:33,2025-11-27T05:25:33.121914
Новосибирск,0,-5,93,756,4.0,небольшой снегопад,7000.0,,100,0,0,27.11.2025 04:30:02,2025-11-27T04:30:02.917915
Новосибирск,0,-5,100,756,4.0,небольшой снегопад,2100.0,,100,0,0,27.11.2025 05:25:33,2025-11-27T05:25:33.121914
Новосибирск,0,-5,86,757,5.0,ясно,10000.0,,0,0,0,27.11.2025 01:52:06,2025-11-27T01:52:06.122279
Сочи,16,15,58,766,1.75,ясно,10000.0,,3,16,16,27.11.2025 13:34:58,2025-11-27T13:34:58.695396
