city_name,temperature,feels_like,humidity,pressure,wind_speed,weather_description,visibility,pop,clouds,temp_min,temp_max,collection_time,timestamp
Новосибирск,0,-4,80,766,3.0,переменная облачность,10000,,40,0,0,21.11.2025 06:36:52,2025-11-21T06:36:52.221926
Москва,1,-2,72,766,2.89,пасмурно,10000,,100,0,2,21.11.2025 10:25:45,2025-11-21T10:25:45.099157
Москва,2,0,74,764,1.93,пасмурно,10000,,100,1,2,21.11.2025 15:21:34,2025-11-21T15:21:34.719153
Санкт-Петербург,0,-2,92,757,2.0,пасмурно,10000,,100,0,0,21.11.2025 08:34:03,2025-11-21T08:34:03.097506
Санкт-Петербург,0,-4,93,756,4.0,небольшой снег,4700,,100,0,0,21.11.2025 05:24:31,2025-11-21T05:24:31.924153
Казань,1,-3,69,774,4.4,облачно с прояснениями,10000,,65,1,1,21.11.2025 09:25:56,2025-11-21T09:25:56.029145
Москва,-1,-6,71,766,4.92,небольшой снег,953,,100,-2,-1,21.11.2025 04:28:41,2025-11-21T04:28:41.772104
Новосибирск,-4,-10,80,770,5.0,ясно,10000,,0,-4,-4,21.11.2025 13:31:45,2025-11-21T13:31:45.089165
Санкт-Петербург,1,-4,89,756,4.0,облачно с прояснениями,10000,,75,0,1,21.11.2025 11:20:09,2025-11-21T11:20:09.689908
Сочи,8,6,65,767,3.19,ясно,10000,,4,8,8,21.11.2025 04:28:41,2025-11-21T04:28:41.772104
Сочи,19,18,54,767,0.98,пасмурно,10000,,88,19,19,21.11.2025 12:49:04,2025-11-21T12:49:04.491600
Москва,0,-4,57,766,3.71,пасмурно,10000,,100,0,1,21.11.2025 08:34:03,2025-11-21T08:34:03.097506
Санкт-Петербург,0,-3,90,756,3.0,пасмурно,10000,,100,0,0,21.11.2025 03:14:39,2025-11-21T03:14:39.592472
Москва,2,0,76,764,1.97,пасмурно,10000,,100,1,2,21.11.2025 14:23:27,2025-11-21T14:23:27.690324
Сочи,12,11,72,768,1.55,пасмурно,10000,,100,12,12,21.11.2025 15:21:34,2025-11-21T15:21:34.719153
Москва,-1,-5,72,766,4.52,пасмурно,8951,,100,-1,0,21.11.2025 05:24:31,2025-11-21T05:24:31.924153
Новосибирск,-5,-12,86,770,6.0,ясно,10000,,0,-5,-5,21.11.2025 14:23:27,2025-11-21T14:23:27.690324
